Name;incr_pd_notation
10_40;[[5, 1, 6, 20], [1, 5, 2, 4], [11, 3, 12, 2], [3, 13, 4, 12], [15, 6, 16, 7], [7, 16, 8, 17], [13, 9, 14, 8], [9, 19, 10, 18], [19, 11, 20, 10], [17, 14, 18, 15]]
10_41;[[13, 20, 14, 1], [1, 12, 2, 13], [19, 3, 20, 2], [3, 19, 4, 18], [11, 4, 12, 5], [5, 8, 6, 9], [15, 7, 16, 6], [7, 15, 8, 14], [9, 16, 10, 17], [17, 10, 18, 11]]
10_42;[[7, 1, 8, 20], [1, 15, 2, 14], [11, 3, 12, 2], [3, 11, 4, 10], [19, 5, 20, 4], [5, 16, 6, 17], [17, 6, 18, 7], [13, 8, 14, 9], [9, 12, 10, 13], [15, 18, 16, 19]]
10_43;[[20, 17, 1, 18], [14, 1, 15, 2], [2, 13, 3, 14], [6, 4, 7, 3], [4, 12, 5, 11], [12, 6, 13, 5], [18, 7, 19, 8], [8, 19, 9, 20], [16, 10, 17, 9], [10, 16, 11, 15]]
10_44;[[3, 20, 4, 1], [1, 15, 2, 14], [13, 3, 14, 2], [11, 4, 12, 5], [5, 19, 6, 18], [17, 7, 18, 6], [7, 10, 8, 11], [15, 8, 16, 9], [9, 16, 10, 17], [19, 12, 20, 13]]
10_45;[[20, 13, 1, 14], [4, 1, 5, 2], [2, 16, 3, 15], [14, 4, 15, 3], [12, 5, 13, 6], [6, 20, 7, 19], [10, 8, 11, 7], [8, 17, 9, 18], [16, 9, 17, 10], [18, 12, 19, 11]]
10_46;[[11, 20, 12, 1], [1, 10, 2, 11], [15, 3, 16, 2], [3, 17, 4, 16], [17, 5, 18, 4], [5, 19, 6, 18], [19, 7, 20, 6], [7, 13, 8, 12], [13, 9, 14, 8], [9, 15, 10, 14]]
10_47;[[13, 1, 14, 20], [1, 15, 2, 14], [15, 3, 16, 2], [3, 17, 4, 16], [17, 5, 18, 4], [5, 8, 6, 9], [11, 6, 12, 7], [7, 12, 8, 13], [9, 19, 10, 18], [19, 11, 20, 10]]
10_48;[[15, 1, 16, 20], [1, 17, 2, 16], [17, 3, 18, 2], [3, 8, 4, 9], [11, 4, 12, 5], [5, 12, 6, 13], [13, 6, 14, 7], [7, 14, 8, 15], [9, 19, 10, 18], [19, 11, 20, 10]]
10_49;[[13, 20, 14, 1], [1, 14, 2, 15], [15, 2, 16, 3], [3, 8, 4, 9], [9, 4, 10, 5], [5, 18, 6, 19], [17, 6, 18, 7], [7, 10, 8, 11], [11, 16, 12, 17], [19, 12, 20, 13]]
10_50;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 14, 3, 13], [16, 4, 17, 3], [4, 18, 5, 17], [10, 6, 11, 5], [6, 12, 7, 11], [12, 8, 13, 7], [8, 19, 9, 20], [18, 9, 19, 10]]
10_51;[[15, 1, 16, 20], [1, 15, 2, 14], [13, 3, 14, 2], [3, 8, 4, 9], [9, 4, 10, 5], [5, 17, 6, 16], [17, 7, 18, 6], [7, 10, 8, 11], [11, 19, 12, 18], [19, 13, 20, 12]]
10_52;[[20, 13, 1, 14], [16, 1, 17, 2], [2, 15, 3, 16], [14, 3, 15, 4], [4, 19, 5, 20], [10, 6, 11, 5], [6, 12, 7, 11], [12, 8, 13, 7], [8, 18, 9, 17], [18, 10, 19, 9]]
10_53;[[20, 15, 1, 16], [14, 1, 15, 2], [2, 13, 3, 14], [16, 3, 17, 4], [4, 9, 5, 10], [10, 5, 11, 6], [6, 19, 7, 20], [18, 7, 19, 8], [8, 11, 9, 12], [12, 17, 13, 18]]
10_54;[[20, 6, 1, 5], [6, 2, 7, 1], [2, 8, 3, 7], [16, 4, 17, 3], [4, 18, 5, 17], [8, 15, 9, 16], [14, 9, 15, 10], [10, 13, 11, 14], [18, 11, 19, 12], [12, 19, 13, 20]]
10_55;[[20, 5, 1, 6], [16, 1, 17, 2], [2, 17, 3, 18], [10, 3, 11, 4], [4, 11, 5, 12], [6, 19, 7, 20], [14, 7, 15, 8], [8, 13, 9, 14], [12, 9, 13, 10], [18, 15, 19, 16]]
10_56;[[5, 1, 6, 20], [1, 7, 2, 6], [7, 3, 8, 2], [3, 16, 4, 17], [15, 4, 16, 5], [13, 9, 14, 8], [9, 13, 10, 12], [17, 11, 18, 10], [11, 19, 12, 18], [19, 15, 20, 14]]
10_57;[[20, 6, 1, 5], [4, 2, 5, 1], [2, 16, 3, 15], [16, 4, 17, 3], [6, 11, 7, 12], [12, 7, 13, 8], [8, 18, 9, 17], [18, 10, 19, 9], [10, 13, 11, 14], [14, 20, 15, 19]]
10_58;[[20, 5, 1, 6], [16, 2, 17, 1], [2, 16, 3, 15], [10, 4, 11, 3], [4, 10, 5, 9], [6, 19, 7, 20], [12, 7, 13, 8], [8, 11, 9, 12], [18, 13, 19, 14], [14, 17, 15, 18]]
10_59;[[20, 5, 1, 6], [4, 1, 5, 2], [2, 18, 3, 17], [16, 4, 17, 3], [6, 14, 7, 13], [10, 8, 11, 7], [8, 15, 9, 16], [14, 9, 15, 10], [18, 12, 19, 11], [12, 20, 13, 19]]
10_60;[[20, 6, 1, 5], [8, 1, 9, 2], [2, 7, 3, 8], [14, 3, 15, 4], [4, 13, 5, 14], [6, 10, 7, 9], [10, 16, 11, 15], [18, 11, 19, 12], [12, 17, 13, 18], [16, 20, 17, 19]]
10_61;[[20, 13, 1, 14], [12, 1, 13, 2], [2, 11, 3, 12], [10, 3, 11, 4], [4, 18, 5, 17], [18, 6, 19, 5], [6, 20, 7, 19], [14, 8, 15, 7], [8, 16, 9, 15], [16, 10, 17, 9]]
10_62;[[13, 1, 14, 20], [1, 15, 2, 14], [15, 3, 16, 2], [3, 10, 4, 11], [11, 4, 12, 5], [5, 17, 6, 16], [17, 7, 18, 6], [7, 19, 8, 18], [19, 9, 20, 8], [9, 12, 10, 13]]
10_63;[[3, 20, 4, 1], [1, 14, 2, 15], [15, 2, 16, 3], [7, 4, 8, 5], [5, 12, 6, 13], [13, 6, 14, 7], [19, 8, 20, 9], [9, 18, 10, 19], [17, 10, 18, 11], [11, 16, 12, 17]]
10_64;[[20, 11, 1, 12], [12, 1, 13, 2], [2, 13, 3, 14], [10, 3, 11, 4], [4, 18, 5, 17], [18, 6, 19, 5], [6, 20, 7, 19], [14, 8, 15, 7], [8, 16, 9, 15], [16, 10, 17, 9]]
10_65;[[20, 12, 1, 11], [10, 2, 11, 1], [2, 10, 3, 9], [12, 4, 13, 3], [4, 17, 5, 18], [18, 5, 19, 6], [6, 14, 7, 13], [14, 8, 15, 7], [8, 16, 9, 15], [16, 19, 17, 20]]
10_66;[[7, 20, 8, 1], [1, 8, 2, 9], [9, 2, 10, 3], [3, 16, 4, 17], [17, 4, 18, 5], [5, 12, 6, 13], [13, 6, 14, 7], [19, 10, 20, 11], [11, 14, 12, 15], [15, 18, 16, 19]]
10_67;[[13, 1, 14, 20], [1, 13, 2, 12], [17, 2, 18, 3], [3, 16, 4, 17], [15, 4, 16, 5], [5, 10, 6, 11], [9, 6, 10, 7], [7, 18, 8, 19], [19, 8, 20, 9], [11, 14, 12, 15]]
10_68;[[13, 20, 14, 1], [1, 12, 2, 13], [11, 2, 12, 3], [3, 16, 4, 17], [15, 4, 16, 5], [5, 14, 6, 15], [19, 6, 20, 7], [7, 11, 8, 10], [17, 9, 18, 8], [9, 19, 10, 18]]
10_69;[[11, 1, 12, 20], [1, 11, 2, 10], [15, 3, 16, 2], [3, 15, 4, 14], [7, 5, 8, 4], [5, 19, 6, 18], [19, 7, 20, 6], [17, 8, 18, 9], [9, 12, 10, 13], [13, 16, 14, 17]]
10_70;[[5, 1, 6, 20], [1, 7, 2, 6], [7, 3, 8, 2], [3, 12, 4, 13], [11, 4, 12, 5], [17, 9, 18, 8], [9, 17, 10, 16], [13, 11, 14, 10], [19, 14, 20, 15], [15, 18, 16, 19]]
10_71;[[20, 14, 1, 13], [12, 2, 13, 1], [2, 7, 3, 8], [8, 3, 9, 4], [4, 18, 5, 17], [18, 6, 19, 5], [6, 9, 7, 10], [10, 15, 11, 16], [14, 11, 15, 12], [16, 20, 17, 19]]
10_72;[[20, 6, 1, 5], [6, 2, 7, 1], [2, 8, 3, 7], [14, 4, 15, 3], [4, 16, 5, 15], [8, 18, 9, 17], [12, 10, 13, 9], [10, 19, 11, 20], [18, 11, 19, 12], [16, 14, 17, 13]]
10_73;[[13, 1, 14, 20], [1, 5, 2, 4], [15, 2, 16, 3], [3, 14, 4, 15], [5, 10, 6, 11], [11, 6, 12, 7], [7, 18, 8, 19], [17, 8, 18, 9], [9, 12, 10, 13], [19, 17, 20, 16]]
10_74;[[20, 9, 1, 10], [12, 2, 13, 1], [2, 12, 3, 11], [16, 3, 17, 4], [4, 15, 5, 16], [14, 5, 15, 6], [6, 19, 7, 20], [18, 7, 19, 8], [8, 17, 9, 18], [10, 13, 11, 14]]
10_75;[[7, 20, 8, 1], [1, 11, 2, 10], [9, 3, 10, 2], [3, 15, 4, 14], [13, 5, 14, 4], [5, 19, 6, 18], [17, 7, 18, 6], [11, 8, 12, 9], [15, 12, 16, 13], [19, 16, 20, 17]]
10_76;[[11, 1, 12, 20], [1, 13, 2, 12], [13, 3, 14, 2], [3, 9, 4, 8], [9, 5, 10, 4], [5, 11, 6, 10], [17, 6, 18, 7], [7, 16, 8, 17], [19, 15, 20, 14], [15, 19, 16, 18]]
10_77;[[20, 6, 1, 5], [4, 2, 5, 1], [2, 14, 3, 13], [14, 4, 15, 3], [6, 18, 7, 17], [18, 8, 19, 7], [8, 20, 9, 19], [12, 9, 13, 10], [10, 15, 11, 16], [16, 11, 17, 12]]
10_78;[[20, 13, 1, 14], [12, 1, 13, 2], [2, 5, 3, 6], [18, 3, 19, 4], [4, 19, 5, 20], [6, 18, 7, 17], [16, 8, 17, 7], [8, 11, 9, 12], [14, 9, 15, 10], [10, 15, 11, 16]]
10_79;[[20, 16, 1, 15], [16, 2, 17, 1], [2, 18, 3, 17], [8, 3, 9, 4], [4, 9, 5, 10], [10, 5, 11, 6], [6, 13, 7, 14], [14, 7, 15, 8], [18, 12, 19, 11], [12, 20, 13, 19]]
10_80;[[20, 5, 1, 6], [6, 1, 7, 2], [2, 7, 3, 8], [16, 3, 17, 4], [4, 17, 5, 18], [8, 13, 9, 14], [14, 9, 15, 10], [10, 19, 11, 20], [18, 11, 19, 12], [12, 15, 13, 16]]
10_81;[[20, 6, 1, 5], [6, 2, 7, 1], [2, 18, 3, 17], [16, 4, 17, 3], [4, 8, 5, 7], [8, 13, 9, 14], [14, 9, 15, 10], [10, 19, 11, 20], [18, 11, 19, 12], [12, 15, 13, 16]]
10_82;[[20, 7, 1, 8], [8, 1, 9, 2], [2, 9, 3, 10], [10, 3, 11, 4], [4, 16, 5, 15], [12, 6, 13, 5], [6, 17, 7, 18], [16, 11, 17, 12], [18, 14, 19, 13], [14, 20, 15, 19]]
10_83;[[5, 1, 6, 20], [1, 14, 2, 15], [7, 2, 8, 3], [3, 8, 4, 9], [13, 4, 14, 5], [15, 7, 16, 6], [9, 17, 10, 16], [19, 11, 20, 10], [11, 19, 12, 18], [17, 13, 18, 12]]
10_84;[[20, 6, 1, 5], [4, 2, 5, 1], [2, 10, 3, 9], [10, 4, 11, 3], [6, 15, 7, 16], [18, 7, 19, 8], [8, 14, 9, 13], [16, 12, 17, 11], [12, 18, 13, 17], [14, 19, 15, 20]]
10_85;[[13, 20, 14, 1], [1, 14, 2, 15], [15, 2, 16, 3], [3, 16, 4, 17], [9, 4, 10, 5], [5, 10, 6, 11], [19, 6, 20, 7], [7, 13, 8, 12], [17, 9, 18, 8], [11, 19, 12, 18]]
10_86;[[13, 1, 14, 20], [1, 17, 2, 16], [15, 3, 16, 2], [3, 15, 4, 14], [9, 4, 10, 5], [5, 18, 6, 19], [11, 7, 12, 6], [7, 13, 8, 12], [19, 8, 20, 9], [17, 11, 18, 10]]
10_87;[[5, 1, 6, 20], [1, 5, 2, 4], [15, 3, 16, 2], [3, 17, 4, 16], [11, 6, 12, 7], [7, 12, 8, 13], [17, 9, 18, 8], [9, 15, 10, 14], [19, 10, 20, 11], [13, 18, 14, 19]]
10_88;[[11, 20, 12, 1], [1, 4, 2, 5], [17, 3, 18, 2], [3, 17, 4, 16], [5, 10, 6, 11], [19, 7, 20, 6], [7, 14, 8, 15], [13, 8, 14, 9], [9, 19, 10, 18], [15, 13, 16, 12]]
10_89;[[20, 16, 1, 15], [8, 1, 9, 2], [2, 13, 3, 14], [6, 4, 7, 3], [4, 19, 5, 20], [18, 5, 19, 6], [14, 7, 15, 8], [12, 10, 13, 9], [10, 17, 11, 18], [16, 11, 17, 12]]
10_90;[[9, 1, 10, 20], [1, 9, 2, 8], [7, 3, 8, 2], [3, 16, 4, 17], [11, 4, 12, 5], [5, 12, 6, 13], [15, 6, 16, 7], [17, 11, 18, 10], [13, 19, 14, 18], [19, 15, 20, 14]]
10_91;[[7, 20, 8, 1], [1, 8, 2, 9], [9, 2, 10, 3], [3, 12, 4, 13], [17, 5, 18, 4], [5, 19, 6, 18], [13, 6, 14, 7], [15, 11, 16, 10], [11, 17, 12, 16], [19, 15, 20, 14]]
10_92;[[11, 1, 12, 20], [1, 16, 2, 17], [15, 2, 16, 3], [3, 11, 4, 10], [7, 5, 8, 4], [5, 19, 6, 18], [19, 7, 20, 6], [13, 9, 14, 8], [9, 15, 10, 14], [17, 13, 18, 12]]
10_93;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 14, 3, 13], [8, 3, 9, 4], [4, 9, 5, 10], [16, 6, 17, 5], [6, 20, 7, 19], [12, 7, 13, 8], [10, 17, 11, 18], [18, 11, 19, 12]]
10_94;[[20, 14, 1, 13], [14, 2, 15, 1], [2, 16, 3, 15], [8, 4, 9, 3], [4, 10, 5, 9], [12, 6, 13, 5], [6, 19, 7, 20], [16, 7, 17, 8], [10, 17, 11, 18], [18, 11, 19, 12]]
10_95;[[13, 1, 14, 20], [1, 17, 2, 16], [17, 3, 18, 2], [3, 6, 4, 7], [11, 4, 12, 5], [5, 12, 6, 13], [7, 19, 8, 18], [15, 9, 16, 8], [9, 15, 10, 14], [19, 11, 20, 10]]
10_96;[[7, 20, 8, 1], [1, 4, 2, 5], [17, 3, 18, 2], [3, 17, 4, 16], [5, 13, 6, 12], [11, 7, 12, 6], [15, 9, 16, 8], [9, 15, 10, 14], [19, 10, 20, 11], [13, 18, 14, 19]]
10_97;[[20, 8, 1, 7], [16, 2, 17, 1], [2, 16, 3, 15], [10, 3, 11, 4], [4, 9, 5, 10], [14, 6, 15, 5], [6, 18, 7, 17], [8, 12, 9, 11], [12, 20, 13, 19], [18, 14, 19, 13]]
10_98;[[20, 12, 1, 11], [10, 2, 11, 1], [2, 15, 3, 16], [16, 3, 17, 4], [4, 19, 5, 20], [12, 5, 13, 6], [6, 13, 7, 14], [18, 7, 19, 8], [8, 17, 9, 18], [14, 9, 15, 10]]
10_99;[[20, 15, 1, 16], [8, 2, 9, 1], [2, 10, 3, 9], [16, 3, 17, 4], [4, 17, 5, 18], [10, 6, 11, 5], [6, 14, 7, 13], [14, 8, 15, 7], [18, 11, 19, 12], [12, 19, 13, 20]]
10_100;[[20, 13, 1, 14], [14, 1, 15, 2], [2, 15, 3, 16], [8, 4, 9, 3], [4, 12, 5, 11], [18, 5, 19, 6], [6, 19, 7, 20], [12, 8, 13, 7], [16, 9, 17, 10], [10, 17, 11, 18]]
10_101;[[11, 1, 12, 20], [1, 11, 2, 10], [15, 3, 16, 2], [3, 15, 4, 14], [7, 5, 8, 4], [5, 19, 6, 18], [19, 7, 20, 6], [13, 9, 14, 8], [9, 17, 10, 16], [17, 13, 18, 12]]
10_102;[[11, 1, 12, 20], [1, 11, 2, 10], [9, 3, 10, 2], [3, 16, 4, 17], [17, 4, 18, 5], [5, 13, 6, 12], [13, 7, 14, 6], [7, 18, 8, 19], [15, 8, 16, 9], [19, 15, 20, 14]]
10_103;[[20, 15, 1, 16], [14, 1, 15, 2], [2, 13, 3, 14], [8, 4, 9, 3], [4, 12, 5, 11], [18, 5, 19, 6], [6, 19, 7, 20], [12, 8, 13, 7], [16, 9, 17, 10], [10, 17, 11, 18]]
10_104;[[7, 1, 8, 20], [1, 12, 2, 13], [13, 2, 14, 3], [3, 14, 4, 15], [17, 4, 18, 5], [5, 11, 6, 10], [19, 7, 20, 6], [15, 9, 16, 8], [9, 17, 10, 16], [11, 18, 12, 19]]
10_105;[[20, 16, 1, 15], [6, 2, 7, 1], [2, 13, 3, 14], [12, 3, 13, 4], [4, 17, 5, 18], [16, 5, 17, 6], [14, 8, 15, 7], [8, 12, 9, 11], [18, 10, 19, 9], [10, 20, 11, 19]]
10_106;[[20, 10, 1, 9], [10, 2, 11, 1], [2, 12, 3, 11], [16, 3, 17, 4], [4, 13, 5, 14], [18, 6, 19, 5], [6, 20, 7, 19], [14, 7, 15, 8], [8, 15, 9, 16], [12, 18, 13, 17]]
10_107;[[20, 6, 1, 5], [14, 2, 15, 1], [2, 12, 3, 11], [10, 4, 11, 3], [4, 16, 5, 15], [6, 13, 7, 14], [12, 7, 13, 8], [8, 17, 9, 18], [18, 9, 19, 10], [16, 19, 17, 20]]
10_108;[[11, 20, 12, 1], [1, 10, 2, 11], [9, 2, 10, 3], [3, 17, 4, 16], [17, 5, 18, 4], [5, 12, 6, 13], [19, 6, 20, 7], [7, 15, 8, 14], [15, 9, 16, 8], [13, 19, 14, 18]]
10_109;[[20, 5, 1, 6], [8, 1, 9, 2], [2, 9, 3, 10], [12, 3, 13, 4], [4, 13, 5, 14], [6, 16, 7, 15], [16, 8, 17, 7], [10, 18, 11, 17], [18, 12, 19, 11], [14, 20, 15, 19]]
10_110;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 12, 3, 11], [10, 4, 11, 3], [4, 19, 5, 20], [16, 5, 17, 6], [6, 13, 7, 14], [12, 7, 13, 8], [8, 17, 9, 18], [18, 9, 19, 10]]
10_111;[[20, 6, 1, 5], [8, 2, 9, 1], [2, 10, 3, 9], [16, 3, 17, 4], [4, 15, 5, 16], [6, 14, 7, 13], [12, 8, 13, 7], [10, 18, 11, 17], [18, 12, 19, 11], [14, 20, 15, 19]]
10_112;[[20, 13, 1, 14], [14, 1, 15, 2], [2, 15, 3, 16], [8, 4, 9, 3], [4, 18, 5, 17], [10, 5, 11, 6], [6, 19, 7, 20], [12, 8, 13, 7], [16, 9, 17, 10], [18, 12, 19, 11]]
10_113;[[13, 1, 14, 20], [1, 15, 2, 14], [7, 3, 8, 2], [3, 18, 4, 19], [9, 4, 10, 5], [5, 17, 6, 16], [11, 7, 12, 6], [19, 9, 20, 8], [17, 10, 18, 11], [15, 13, 16, 12]]
10_114;[[20, 9, 1, 10], [8, 1, 9, 2], [2, 7, 3, 8], [16, 3, 17, 4], [4, 12, 5, 11], [18, 6, 19, 5], [6, 13, 7, 14], [10, 16, 11, 15], [12, 17, 13, 18], [14, 20, 15, 19]]
10_115;[[9, 20, 10, 1], [1, 16, 2, 17], [11, 3, 12, 2], [3, 15, 4, 14], [19, 4, 20, 5], [5, 18, 6, 19], [13, 7, 14, 6], [7, 13, 8, 12], [17, 8, 18, 9], [15, 11, 16, 10]]
10_116;[[20, 14, 1, 13], [8, 2, 9, 1], [2, 15, 3, 16], [16, 3, 17, 4], [4, 10, 5, 9], [12, 6, 13, 5], [6, 19, 7, 20], [14, 7, 15, 8], [10, 17, 11, 18], [18, 11, 19, 12]]
10_117;[[20, 13, 1, 14], [6, 2, 7, 1], [2, 12, 3, 11], [16, 3, 17, 4], [4, 17, 5, 18], [12, 6, 13, 5], [14, 7, 15, 8], [8, 19, 9, 20], [18, 9, 19, 10], [10, 15, 11, 16]]
10_118;[[13, 20, 14, 1], [1, 9, 2, 8], [15, 3, 16, 2], [3, 17, 4, 16], [11, 5, 12, 4], [5, 18, 6, 19], [19, 6, 20, 7], [7, 13, 8, 12], [9, 14, 10, 15], [17, 10, 18, 11]]
10_119;[[5, 1, 6, 20], [1, 10, 2, 11], [15, 2, 16, 3], [3, 16, 4, 17], [9, 4, 10, 5], [11, 7, 12, 6], [7, 15, 8, 14], [17, 9, 18, 8], [19, 13, 20, 12], [13, 19, 14, 18]]
10_120;[[20, 7, 1, 8], [6, 1, 7, 2], [2, 15, 3, 16], [18, 3, 19, 4], [4, 9, 5, 10], [12, 5, 13, 6], [8, 13, 9, 14], [10, 17, 11, 18], [16, 11, 17, 12], [14, 19, 15, 20]]
10_121;[[20, 13, 1, 14], [8, 2, 9, 1], [2, 16, 3, 15], [10, 3, 11, 4], [4, 19, 5, 20], [18, 5, 19, 6], [6, 11, 7, 12], [16, 8, 17, 7], [14, 9, 15, 10], [12, 17, 13, 18]]
10_122;[[15, 20, 16, 1], [1, 9, 2, 8], [13, 3, 14, 2], [3, 13, 4, 12], [17, 5, 18, 4], [5, 10, 6, 11], [19, 6, 20, 7], [7, 15, 8, 14], [9, 16, 10, 17], [11, 19, 12, 18]]
10_123;[[20, 7, 1, 8], [14, 2, 15, 1], [2, 10, 3, 9], [16, 3, 17, 4], [4, 11, 5, 12], [18, 6, 19, 5], [6, 14, 7, 13], [8, 15, 9, 16], [10, 18, 11, 17], [12, 19, 13, 20]]
10_124;[[20, 12, 1, 11], [10, 2, 11, 1], [15, 3, 16, 2], [3, 17, 4, 16], [17, 5, 18, 4], [5, 19, 6, 18], [19, 7, 20, 6], [7, 13, 8, 12], [13, 9, 14, 8], [9, 15, 10, 14]]
10_125;[[11, 20, 12, 1], [1, 10, 2, 11], [15, 3, 16, 2], [3, 17, 4, 16], [17, 5, 18, 4], [5, 19, 6, 18], [19, 7, 20, 6], [12, 7, 13, 8], [8, 13, 9, 14], [14, 9, 15, 10]]
10_126;[[11, 20, 12, 1], [1, 10, 2, 11], [2, 15, 3, 16], [16, 3, 17, 4], [4, 17, 5, 18], [18, 5, 19, 6], [6, 19, 7, 20], [7, 13, 8, 12], [13, 9, 14, 8], [9, 15, 10, 14]]
10_127;[[13, 20, 14, 1], [1, 14, 2, 15], [15, 2, 16, 3], [3, 8, 4, 9], [9, 4, 10, 5], [18, 6, 19, 5], [6, 18, 7, 17], [7, 10, 8, 11], [11, 16, 12, 17], [19, 12, 20, 13]]
10_128;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 14, 3, 13], [3, 9, 4, 8], [11, 5, 12, 4], [18, 6, 19, 5], [6, 20, 7, 19], [7, 13, 8, 12], [16, 10, 17, 9], [10, 18, 11, 17]]
10_129;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 14, 3, 13], [8, 3, 9, 4], [4, 11, 5, 12], [18, 6, 19, 5], [6, 20, 7, 19], [12, 7, 13, 8], [9, 16, 10, 17], [17, 10, 18, 11]]
10_130;[[20, 13, 1, 14], [16, 1, 17, 2], [2, 15, 3, 16], [14, 3, 15, 4], [4, 19, 5, 20], [10, 6, 11, 5], [6, 12, 7, 11], [12, 8, 13, 7], [17, 8, 18, 9], [9, 18, 10, 19]]
10_131;[[20, 13, 1, 14], [16, 1, 17, 2], [2, 15, 3, 16], [14, 3, 15, 4], [4, 19, 5, 20], [5, 10, 6, 11], [11, 6, 12, 7], [7, 12, 8, 13], [8, 18, 9, 17], [18, 10, 19, 9]]
10_132;[[20, 13, 1, 14], [14, 1, 15, 2], [7, 3, 8, 2], [3, 18, 4, 19], [4, 10, 5, 9], [16, 5, 17, 6], [11, 7, 12, 6], [8, 19, 9, 20], [17, 10, 18, 11], [12, 15, 13, 16]]
10_133;[[20, 13, 1, 14], [14, 1, 15, 2], [2, 7, 3, 8], [3, 18, 4, 19], [9, 4, 10, 5], [5, 17, 6, 16], [6, 11, 7, 12], [19, 9, 20, 8], [17, 10, 18, 11], [12, 15, 13, 16]]
10_134;[[13, 1, 14, 20], [1, 15, 2, 14], [7, 3, 8, 2], [18, 4, 19, 3], [4, 10, 5, 9], [5, 17, 6, 16], [11, 7, 12, 6], [19, 9, 20, 8], [10, 18, 11, 17], [15, 13, 16, 12]]
10_135;[[20, 6, 1, 5], [4, 2, 5, 1], [2, 16, 3, 15], [16, 4, 17, 3], [6, 11, 7, 12], [12, 7, 13, 8], [17, 8, 18, 9], [9, 18, 10, 19], [10, 13, 11, 14], [14, 20, 15, 19]]
10_136;[[13, 1, 14, 20], [1, 15, 2, 14], [2, 7, 3, 8], [18, 4, 19, 3], [4, 10, 5, 9], [16, 5, 17, 6], [6, 11, 7, 12], [8, 19, 9, 20], [10, 18, 11, 17], [15, 13, 16, 12]]
10_137;[[5, 20, 6, 1], [1, 9, 2, 8], [7, 3, 8, 2], [14, 3, 15, 4], [4, 13, 5, 14], [9, 6, 10, 7], [10, 16, 11, 15], [18, 11, 19, 12], [12, 17, 13, 18], [16, 20, 17, 19]]
10_138;[[20, 6, 1, 5], [8, 1, 9, 2], [2, 7, 3, 8], [3, 15, 4, 14], [13, 5, 14, 4], [6, 10, 7, 9], [10, 16, 11, 15], [18, 11, 19, 12], [12, 17, 13, 18], [16, 20, 17, 19]]
10_139;[[7, 1, 8, 20], [12, 2, 13, 1], [2, 14, 3, 13], [14, 4, 15, 3], [4, 18, 5, 17], [5, 11, 6, 10], [19, 7, 20, 6], [15, 9, 16, 8], [9, 17, 10, 16], [18, 12, 19, 11]]
10_140;[[20, 13, 1, 14], [12, 1, 13, 2], [2, 11, 3, 12], [10, 3, 11, 4], [17, 4, 18, 5], [5, 18, 6, 19], [19, 6, 20, 7], [14, 8, 15, 7], [8, 16, 9, 15], [16, 10, 17, 9]]
10_141;[[20, 7, 1, 8], [1, 14, 2, 15], [9, 2, 10, 3], [16, 3, 17, 4], [4, 11, 5, 12], [18, 6, 19, 5], [6, 14, 7, 13], [15, 9, 16, 8], [10, 18, 11, 17], [12, 19, 13, 20]]
10_142;[[13, 1, 14, 20], [1, 13, 2, 12], [11, 3, 12, 2], [3, 11, 4, 10], [4, 18, 5, 17], [18, 6, 19, 5], [6, 20, 7, 19], [14, 8, 15, 7], [8, 16, 9, 15], [16, 10, 17, 9]]
10_143;[[15, 1, 16, 20], [1, 8, 2, 9], [9, 2, 10, 3], [3, 17, 4, 16], [17, 5, 18, 4], [5, 10, 6, 11], [13, 6, 14, 7], [7, 14, 8, 15], [18, 11, 19, 12], [12, 19, 13, 20]]
10_144;[[20, 7, 1, 8], [8, 1, 9, 2], [15, 3, 16, 2], [3, 15, 4, 14], [13, 5, 14, 4], [5, 13, 6, 12], [6, 9, 7, 10], [10, 17, 11, 18], [18, 11, 19, 12], [16, 19, 17, 20]]
10_145;[[20, 6, 1, 5], [1, 12, 2, 13], [9, 2, 10, 3], [3, 8, 4, 9], [13, 4, 14, 5], [6, 15, 7, 16], [18, 7, 19, 8], [10, 17, 11, 18], [16, 11, 17, 12], [14, 19, 15, 20]]
10_146;[[20, 9, 1, 10], [10, 1, 11, 2], [2, 16, 3, 15], [14, 4, 15, 3], [19, 5, 20, 4], [5, 19, 6, 18], [17, 7, 18, 6], [12, 7, 13, 8], [8, 11, 9, 12], [16, 13, 17, 14]]
10_147;[[13, 1, 14, 20], [1, 15, 2, 14], [2, 7, 3, 8], [18, 4, 19, 3], [9, 4, 10, 5], [5, 17, 6, 16], [11, 7, 12, 6], [8, 19, 9, 20], [17, 10, 18, 11], [15, 13, 16, 12]]
10_148;[[20, 7, 1, 8], [1, 12, 2, 13], [13, 2, 14, 3], [3, 14, 4, 15], [17, 4, 18, 5], [5, 11, 6, 10], [6, 19, 7, 20], [15, 9, 16, 8], [9, 17, 10, 16], [11, 18, 12, 19]]
10_149;[[15, 20, 16, 1], [1, 16, 2, 17], [17, 2, 18, 3], [8, 3, 9, 4], [4, 9, 5, 10], [10, 5, 11, 6], [6, 13, 7, 14], [14, 7, 15, 8], [18, 12, 19, 11], [12, 20, 13, 19]]
