Name;PD Notation;Determinant;white_edge_graph;det_white_graph;edge_graph
12n_668;"[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[22;12;23;11];[24;14;1;13];[20;16;21;15];[17;3;18;2];[19;4;20;5];[14;22;15;21];[12;24;13;23]]";105;[(1, 7, -1), (1, 8, -1), (2, 6, 1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, 1), (4, 6, 1), (4, 7, 1), (4, 12, 1), (6, 12, 1), (7, 12, 1)];105;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 13, 1), (1, 7, -1), (1, 8, -1), (2, 6, 1), (2, 7, -1), (2, 7, -1), (2, 8, -1), (2, 12, 1), (3, 5, -1), (3, 9, -1), (3, 11, -1), (3, 13, 1), (4, 6, 1), (4, 7, 1), (4, 12, 1), (5, 9, -1), (5, 11, -1), (6, 12, 1), (7, 12, 1), (9, 10, -1), (10, 11, -1)]
12n_669;"[[1;7;2;6];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;19;10;18];[24;12;1;11];[22;14;23;13];[20;16;21;15];[17;3;18;2];[19;4;20;5];[14;22;15;21];[12;24;13;23]]";99;[(1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 11, 1), (4, 6, 1), (4, 7, 1), (4, 11, 1), (6, 11, 1), (7, 11, 1)];99;[(0, 9, 1), (0, 12, 1), (1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 11, 1), (2, 12, 1), (2, 13, 1), (3, 5, -1), (3, 8, -1), (3, 10, -1), (3, 13, 1), (4, 6, 1), (4, 7, 1), (4, 11, 1), (5, 8, -1), (5, 10, -1), (6, 11, 1), (7, 11, 1), (8, 9, -1), (9, 10, -1)]
12n_670;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;9;17;10];[11;5;12;4];[20;13;21;14];[10;15;11;16];[22;17;23;18];[24;19;1;20];[14;21;15;22];[18;23;19;24]]";25;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, -1), (3, 13, -1)];25;[(0, 4, 1), (0, 5, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (2, 5, 1), (2, 6, 1), (2, 6, 1), (2, 7, 1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, -1), (3, 13, -1), (4, 7, 1), (4, 8, -1), (4, 10, -1), (6, 8, -1), (6, 9, -1), (9, 10, -1)]
12n_671;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;9;17;10];[11;5;12;4];[13;21;14;20];[10;15;11;16];[17;23;18;22];[19;1;20;24];[21;15;22;14];[23;19;24;18]]";95;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, 1), (3, 13, 1)];95;[(0, 4, -1), (0, 5, -1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (2, 5, -1), (2, 6, 1), (2, 6, 1), (2, 7, -1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, 1), (3, 13, 1), (4, 7, -1), (4, 8, -1), (4, 10, -1), (6, 8, -1), (6, 9, -1), (9, 10, -1)]
12n_672;"[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[16;9;17;10];[22;11;23;12];[13;4;14;5];[20;15;21;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[18;23;19;24]]";51;[(0, 2, 1), (0, 4, 1), (0, 4, 1), (0, 6, 1), (2, 4, 1), (2, 6, 1), (2, 6, 1), (4, 10, -1), (4, 11, -1), (6, 8, -1), (6, 11, -1), (8, 10, -1)];51;[(0, 2, 1), (0, 4, 1), (0, 4, 1), (0, 6, 1), (1, 9, -1), (1, 12, -1), (1, 13, -1), (2, 4, 1), (2, 6, 1), (2, 6, 1), (3, 9, -1), (3, 12, -1), (4, 10, -1), (4, 11, -1), (5, 7, 1), (5, 7, 1), (5, 7, 1), (5, 12, -1), (5, 13, -1), (6, 8, -1), (6, 11, -1), (7, 9, 1), (7, 9, 1), (8, 10, -1)]
12n_673;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;5;12;4];[20;13;21;14];[22;15;23;16];[10;17;11;18];[24;19;1;20];[14;21;15;22];[16;23;17;24]]";5;[(1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, -1), (4, 13, -1)];5;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (2, 6, 1), (2, 7, 1), (3, 7, 1), (3, 8, -1), (3, 10, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, -1), (4, 13, -1), (5, 8, -1), (5, 9, -1), (9, 10, -1)]
12n_674;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;5;12;4];[13;21;14;20];[15;23;16;22];[10;17;11;18];[19;1;20;24];[21;15;22;14];[23;17;24;16]]";75;[(1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, -1), (4, 13, 1)];75;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (1, 13, 1), (2, 6, -1), (2, 7, -1), (3, 7, -1), (3, 8, -1), (3, 10, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, -1), (4, 13, 1), (5, 8, -1), (5, 9, -1), (9, 10, -1)]
12n_675;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[20;13;21;14];[22;15;23;16];[17;11;18;10];[24;19;1;20];[14;21;15;22];[16;23;17;24]]";45;[(1, 11, 1), (1, 11, 1), (1, 12, 1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, 1), (4, 13, -1)];45;[(0, 3, 1), (0, 5, -1), (0, 5, -1), (0, 6, 1), (1, 11, 1), (1, 11, 1), (1, 12, 1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (1, 13, -1), (2, 6, 1), (2, 7, 1), (3, 7, 1), (3, 8, -1), (3, 10, -1), (4, 11, 1), (4, 11, 1), (4, 11, 1), (4, 12, 1), (4, 13, -1), (5, 8, -1), (5, 9, -1), (9, 10, -1)]
12n_676;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;5;12;4];[20;13;21;14];[22;15;23;16];[10;17;11;18];[24;19;1;20];[16;21;17;22];[14;23;15;24]]";9;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (3, 6, 1), (3, 7, -1), (3, 9, -1), (5, 7, -1), (5, 8, -1), (8, 9, -1)];9;[(0, 3, 1), (0, 5, 1), (0, 5, 1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (1, 12, -1), (1, 13, -1), (2, 10, 1), (2, 10, 1), (2, 11, -1), (2, 12, -1), (2, 13, -1), (3, 6, 1), (3, 7, -1), (3, 9, -1), (4, 10, 1), (4, 10, 1), (4, 10, 1), (4, 11, -1), (4, 12, -1), (5, 7, -1), (5, 8, -1), (8, 9, -1)]
12n_677;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;5;12;4];[13;21;14;20];[15;23;16;22];[10;17;11;18];[19;1;20;24];[21;17;22;16];[23;15;24;14]]";89;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (3, 6, -1), (3, 7, -1), (3, 9, -1), (5, 7, -1), (5, 8, -1), (8, 9, -1)];89;[(0, 3, -1), (0, 5, 1), (0, 5, 1), (0, 6, -1), (0, 6, -1), (0, 6, -1), (1, 12, 1), (1, 13, 1), (2, 10, 1), (2, 10, 1), (2, 11, -1), (2, 12, 1), (2, 13, 1), (3, 6, -1), (3, 7, -1), (3, 9, -1), (4, 10, 1), (4, 10, 1), (4, 10, 1), (4, 11, -1), (4, 12, 1), (5, 7, -1), (5, 8, -1), (8, 9, -1)]
12n_678;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;19;10;18];[11;5;12;4];[20;13;21;14];[22;15;23;16];[17;11;18;10];[24;19;1;20];[16;21;17;22];[14;23;15;24]]";79;[(0, 3, 1), (0, 5, -1), (0, 5, -1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (3, 6, 1), (3, 7, -1), (3, 9, -1), (5, 7, -1), (5, 8, -1), (8, 9, -1)];79;[(0, 3, 1), (0, 5, -1), (0, 5, -1), (0, 6, 1), (0, 6, 1), (0, 6, 1), (1, 12, -1), (1, 13, -1), (2, 10, 1), (2, 10, 1), (2, 11, 1), (2, 12, -1), (2, 13, -1), (3, 6, 1), (3, 7, -1), (3, 9, -1), (4, 10, 1), (4, 10, 1), (4, 10, 1), (4, 11, 1), (4, 12, -1), (5, 7, -1), (5, 8, -1), (8, 9, -1)]
12n_679;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;5;12;4];[20;14;21;13];[22;16;23;15];[24;18;1;17];[10;20;11;19];[14;22;15;21];[16;24;17;23]]";25;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 11, 1), (0, 11, 1), (7, 10, -1), (7, 11, -1), (9, 11, -1), (9, 12, -1), (10, 12, -1)];25;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 11, 1), (0, 11, 1), (1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 6, -1), (3, 6, -1), (3, 8, -1), (4, 8, -1), (6, 13, 1), (6, 13, 1), (7, 10, -1), (7, 11, -1), (8, 13, 1), (8, 13, 1), (8, 13, 1), (9, 11, -1), (9, 12, -1), (10, 12, -1)]
12n_680;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;5;12;4];[20;14;21;13];[22;16;23;15];[24;18;1;17];[10;20;11;19];[16;22;17;21];[14;24;15;23]]";19;[(1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 5, -1), (3, 5, -1), (3, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (7, 12, 1), (7, 12, 1), (7, 12, 1)];19;[(0, 9, 1), (0, 9, 1), (0, 10, 1), (0, 10, 1), (0, 13, 1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 5, -1), (2, 9, 1), (2, 13, 1), (3, 5, -1), (3, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (6, 9, -1), (6, 10, -1), (7, 12, 1), (7, 12, 1), (7, 12, 1), (8, 10, -1), (8, 11, -1), (9, 11, -1)]
12n_681;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;9;23;10];[11;5;12;4];[18;13;19;14];[20;15;21;16];[24;17;1;18];[14;19;15;20];[10;21;11;22];[16;23;17;24]]";25;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, -1), (3, 13, -1), (3, 13, -1)];25;[(0, 5, 1), (0, 6, 1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, -1), (1, 13, -1), (2, 6, 1), (2, 6, 1), (2, 8, -1), (2, 9, -1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, -1), (3, 13, -1), (3, 13, -1), (4, 6, 1), (4, 7, 1), (5, 7, 1), (5, 8, -1), (5, 10, -1), (9, 10, -1)]
12n_682;"[[1;7;2;6];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;9;23;10];[11;5;12;4];[13;19;14;18];[15;21;16;20];[17;1;18;24];[19;15;20;14];[10;21;11;22];[23;17;24;16]]";95;[(1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, 1), (3, 13, 1), (3, 13, 1)];95;[(0, 5, -1), (0, 6, -1), (1, 11, 1), (1, 11, 1), (1, 11, 1), (1, 12, -1), (1, 13, 1), (1, 13, 1), (2, 6, 1), (2, 6, 1), (2, 8, -1), (2, 9, -1), (3, 11, 1), (3, 11, 1), (3, 12, -1), (3, 13, 1), (3, 13, 1), (3, 13, 1), (4, 6, -1), (4, 7, -1), (5, 7, -1), (5, 8, -1), (5, 10, -1), (9, 10, -1)]
12n_683;"[[1;7;2;6];[3;8;4;9];[12;5;13;6];[7;16;8;17];[18;9;19;10];[20;11;21;12];[13;22;14;23];[15;24;16;1];[17;3;18;2];[10;19;11;20];[4;22;5;21];[23;14;24;15]]";89;[(1, 6, 1), (1, 7, 1), (2, 5, 1), (2, 7, -1), (2, 13, -1), (2, 13, -1), (2, 13, -1), (5, 10, 1), (5, 13, 1), (6, 10, 1), (7, 13, -1), (10, 13, 1)];89;[(0, 4, -1), (0, 8, 1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (1, 6, 1), (1, 7, 1), (2, 5, 1), (2, 7, -1), (2, 13, -1), (2, 13, -1), (2, 13, -1), (3, 8, 1), (3, 9, 1), (4, 9, 1), (4, 12, -1), (5, 10, 1), (5, 13, 1), (6, 10, 1), (7, 13, -1), (8, 11, 1), (10, 13, 1), (11, 12, -1)]
12n_684;"[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[18;9;19;10];[20;11;21;12];[13;22;14;23];[15;24;16;1];[17;3;18;2];[10;19;11;20];[21;4;22;5];[23;14;24;15]]";77;[(1, 6, 1), (1, 7, 1), (2, 5, 1), (2, 7, 1), (2, 13, -1), (2, 13, -1), (2, 13, -1), (5, 10, 1), (5, 13, 1), (6, 10, 1), (7, 13, 1), (10, 13, 1)];77;[(0, 4, -1), (0, 8, -1), (0, 11, -1), (0, 11, -1), (0, 11, -1), (0, 12, -1), (1, 6, 1), (1, 7, 1), (2, 5, 1), (2, 7, 1), (2, 13, -1), (2, 13, -1), (2, 13, -1), (3, 8, 1), (3, 9, 1), (4, 9, 1), (4, 12, -1), (5, 10, 1), (5, 13, 1), (6, 10, 1), (7, 13, 1), (8, 11, -1), (10, 13, 1), (11, 12, -1)]
12n_685;"[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[18;9;19;10];[20;11;21;12];[13;24;14;1];[15;22;16;23];[17;3;18;2];[10;19;11;20];[21;4;22;5];[23;14;24;15]]";79;[(1, 6, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 12, 1), (3, 6, 1), (3, 7, 1), (3, 12, -1), (3, 12, -1), (3, 12, -1), (6, 12, 1), (7, 12, 1)];79;[(0, 10, -1), (0, 13, -1), (1, 6, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 12, 1), (2, 5, -1), (2, 8, -1), (2, 11, -1), (2, 13, -1), (3, 6, 1), (3, 7, 1), (3, 12, -1), (3, 12, -1), (3, 12, -1), (4, 8, 1), (4, 9, 1), (5, 9, 1), (5, 11, -1), (6, 12, 1), (7, 12, 1), (8, 10, -1), (10, 11, -1)]
12n_686;"[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[9;19;10;18];[11;21;12;20];[24;14;1;13];[22;16;23;15];[17;3;18;2];[19;11;20;10];[21;4;22;5];[14;24;15;23]]";97;[(1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 12, 1), (3, 6, 1), (3, 7, 1), (3, 12, 1), (3, 12, 1), (3, 12, 1), (6, 12, 1), (7, 12, 1)];97;[(0, 10, 1), (0, 13, 1), (1, 6, 1), (1, 7, -1), (1, 7, -1), (1, 7, -1), (1, 12, 1), (2, 5, -1), (2, 8, -1), (2, 11, -1), (2, 13, 1), (3, 6, 1), (3, 7, 1), (3, 12, 1), (3, 12, 1), (3, 12, 1), (4, 8, -1), (4, 9, -1), (5, 9, -1), (5, 11, -1), (6, 12, 1), (7, 12, 1), (8, 10, -1), (10, 11, -1)]
12n_687;"[[1;7;2;6];[3;8;4;9];[5;13;6;12];[7;16;8;17];[20;9;21;10];[18;11;19;12];[13;24;14;1];[15;22;16;23];[17;3;18;2];[10;19;11;20];[21;4;22;5];[23;14;24;15]]";107;[(1, 6, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (3, 6, 1), (3, 7, 1), (3, 12, -1), (5, 11, -1), (5, 12, -1), (6, 11, 1), (7, 11, 1)];107;[(0, 9, -1), (0, 13, -1), (1, 6, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (1, 11, 1), (2, 4, -1), (2, 8, -1), (2, 10, -1), (2, 13, -1), (3, 6, 1), (3, 7, 1), (3, 12, -1), (4, 8, 1), (4, 8, 1), (4, 8, 1), (4, 10, -1), (5, 11, -1), (5, 12, -1), (6, 11, 1), (7, 11, 1), (8, 9, -1), (9, 10, -1)]
12n_688;"[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;5;14;4];[22;16;23;15];[24;18;1;17];[10;20;11;19];[12;22;13;21];[16;24;17;23]]";37;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 11, 1), (0, 11, 1), (0, 11, 1), (0, 11, 1), (6, 10, -1), (6, 11, -1), (9, 11, -1), (9, 12, -1), (10, 12, -1)];37;[(0, 10, 1), (0, 10, 1), (0, 10, 1), (0, 11, 1), (0, 11, 1), (0, 11, 1), (0, 11, 1), (1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 7, -1), (3, 7, -1), (3, 8, -1), (4, 8, -1), (5, 13, 1), (5, 13, 1), (6, 10, -1), (6, 11, -1), (8, 13, 1), (8, 13, 1), (8, 13, 1), (9, 11, -1), (9, 12, -1), (10, 12, -1)]
12n_689;"[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;5;14;4];[22;16;23;15];[24;18;1;17];[12;20;13;19];[10;22;11;21];[16;24;17;23]]";7;[(1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 5, -1), (2, 5, -1), (2, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (7, 12, 1), (7, 12, 1), (7, 12, 1)];7;[(0, 9, 1), (0, 9, 1), (0, 9, 1), (0, 10, 1), (0, 13, 1), (1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 5, -1), (2, 5, -1), (2, 7, -1), (3, 10, 1), (3, 13, 1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (6, 9, -1), (6, 10, -1), (7, 12, 1), (7, 12, 1), (7, 12, 1), (8, 10, -1), (8, 11, -1), (9, 11, -1)]
12n_690;"[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[22;11;23;12];[13;5;14;4];[20;15;21;16];[10;17;11;18];[24;19;1;20];[12;21;13;22];[16;23;17;24]]";45;[(0, 2, 1), (0, 2, 1), (0, 4, 1), (0, 6, 1), (2, 6, 1), (2, 6, 1), (2, 7, -1), (2, 8, -1), (4, 6, 1), (4, 7, -1), (4, 9, -1), (8, 9, -1)];45;[(0, 2, 1), (0, 2, 1), (0, 4, 1), (0, 6, 1), (1, 11, -1), (1, 12, -1), (1, 13, -1), (2, 6, 1), (2, 6, 1), (2, 7, -1), (2, 8, -1), (3, 10, 1), (3, 10, 1), (3, 12, -1), (3, 13, -1), (4, 6, 1), (4, 7, -1), (4, 9, -1), (5, 10, 1), (5, 10, 1), (5, 10, 1), (5, 11, -1), (5, 13, -1), (8, 9, -1)]
12n_691;"[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;12;23;11];[13;5;14;4];[20;16;21;15];[24;18;1;17];[12;20;13;19];[16;22;17;21];[10;24;11;23]]";35;[(1, 4, -1), (1, 4, -1), (1, 5, -1), (1, 7, -1), (3, 4, -1), (3, 5, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (7, 12, 1), (7, 12, 1), (7, 12, 1)];35;[(0, 9, 1), (0, 10, 1), (0, 13, 1), (1, 4, -1), (1, 4, -1), (1, 5, -1), (1, 7, -1), (2, 9, 1), (2, 9, 1), (2, 10, 1), (2, 13, 1), (3, 4, -1), (3, 5, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (6, 9, -1), (6, 10, -1), (7, 12, 1), (7, 12, 1), (7, 12, 1), (8, 10, -1), (8, 11, -1), (9, 11, -1)]
12n_692;"[[1;7;2;6];[3;9;4;8];[5;15;6;14];[7;3;8;2];[20;10;21;9];[16;12;17;11];[13;5;14;4];[22;16;23;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[18;24;19;23]]";35;[(1, 3, -1), (1, 3, -1), (1, 4, -1), (1, 5, -1), (3, 5, -1), (3, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (7, 12, 1), (7, 12, 1), (7, 12, 1)];35;[(0, 9, 1), (0, 9, 1), (0, 10, 1), (0, 13, 1), (1, 3, -1), (1, 3, -1), (1, 4, -1), (1, 5, -1), (2, 9, 1), (2, 10, 1), (2, 13, 1), (3, 5, -1), (3, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (6, 9, -1), (6, 10, -1), (7, 12, 1), (7, 12, 1), (7, 12, 1), (8, 10, -1), (8, 11, -1), (9, 11, -1)]
12n_693;"[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[20;10;21;9];[18;11;19;12];[22;14;23;13];[15;5;16;4];[12;17;13;18];[24;20;1;19];[14;22;15;21];[10;24;11;23]]";13;[(1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (3, 8, -1), (3, 13, -1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1)];13;[(0, 4, 1), (0, 7, 1), (0, 10, 1), (1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (2, 4, 1), (2, 10, 1), (3, 8, -1), (3, 13, -1), (4, 7, 1), (4, 7, 1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (6, 7, -1), (6, 10, -1), (7, 11, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (9, 10, -1), (9, 11, -1)]
12n_694;"[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[20;10;21;9];[11;19;12;18];[22;14;23;13];[15;5;16;4];[17;13;18;12];[24;20;1;19];[14;22;15;21];[10;24;11;23]]";35;[(1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (3, 8, -1), (3, 13, 1), (5, 12, 1), (5, 12, 1), (5, 13, 1), (8, 12, 1), (8, 12, 1), (8, 12, 1)];35;[(0, 4, 1), (0, 7, 1), (0, 10, 1), (1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (2, 4, 1), (2, 10, 1), (3, 8, -1), (3, 13, 1), (4, 7, -1), (4, 7, -1), (5, 12, 1), (5, 12, 1), (5, 13, 1), (6, 7, -1), (6, 10, -1), (7, 11, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (9, 10, -1), (9, 11, -1)]
12n_695;"[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[9;20;10;21];[18;11;19;12];[13;22;14;23];[15;5;16;4];[12;17;13;18];[19;24;20;1];[21;14;22;15];[23;10;24;11]]";85;[(1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 8, 1), (3, 8, 1), (3, 13, -1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1)];85;[(0, 4, -1), (0, 7, -1), (0, 10, -1), (1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 8, 1), (2, 4, -1), (2, 10, -1), (3, 8, 1), (3, 13, -1), (4, 7, 1), (4, 7, 1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (6, 7, -1), (6, 10, -1), (7, 11, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (9, 10, -1), (9, 11, -1)]
12n_696;"[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[20;10;21;9];[24;11;1;12];[18;14;19;13];[15;5;16;4];[22;18;23;17];[10;20;11;19];[14;22;15;21];[12;23;13;24]]";13;[(1, 3, -1), (1, 5, -1), (1, 13, -1), (3, 5, -1), (3, 8, -1), (3, 8, -1), (5, 12, 1), (5, 12, 1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (8, 13, -1)];13;[(0, 2, 1), (0, 4, 1), (0, 7, 1), (0, 7, 1), (1, 3, -1), (1, 5, -1), (1, 13, -1), (2, 7, 1), (2, 10, 1), (3, 5, -1), (3, 8, -1), (3, 8, -1), (4, 10, 1), (5, 12, 1), (5, 12, 1), (6, 7, -1), (6, 10, -1), (7, 11, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (8, 13, -1), (9, 10, -1), (9, 11, -1)]
12n_697;"[[1;7;2;6];[3;9;4;8];[5;17;6;16];[7;3;8;2];[20;10;21;9];[24;11;1;12];[22;14;23;13];[15;5;16;4];[12;17;13;18];[10;20;11;19];[14;22;15;21];[18;23;19;24]]";21;[(1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 8, -1), (1, 13, -1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (8, 13, -1)];21;[(0, 3, 1), (0, 4, 1), (0, 7, 1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 8, -1), (1, 13, -1), (2, 4, 1), (2, 10, 1), (3, 10, 1), (4, 7, 1), (5, 12, 1), (5, 12, 1), (5, 13, -1), (6, 7, -1), (6, 10, -1), (7, 11, -1), (8, 12, 1), (8, 12, 1), (8, 12, 1), (8, 13, -1), (9, 10, -1), (9, 11, -1)]
12n_698;"[[1;7;2;6];[3;8;4;9];[5;16;6;17];[7;21;8;20];[9;18;10;19];[11;4;12;5];[22;13;23;14];[24;15;1;16];[17;10;18;11];[19;2;20;3];[12;21;13;22];[14;23;15;24]]";109;[(1, 4, 1), (1, 10, -1), (1, 10, -1), (1, 10, -1), (1, 10, -1), (1, 11, 1), (4, 9, 1), (4, 9, 1), (4, 10, 1), (4, 11, 1), (9, 10, 1), (9, 11, 1)];109;[(0, 6, 1), (0, 7, 1), (1, 4, 1), (1, 10, -1), (1, 10, -1), (1, 10, -1), (1, 10, -1), (1, 11, 1), (2, 7, 1), (2, 8, 1), (3, 6, -1), (3, 8, -1), (3, 12, -1), (4, 9, 1), (4, 9, 1), (4, 10, 1), (4, 11, 1), (5, 12, -1), (5, 13, -1), (6, 13, -1), (8, 12, -1), (8, 13, -1), (9, 10, 1), (9, 11, 1)]
