Name;PD Notation;Determinant;white_edge_graph;det_white_graph;edge_graph
7_4;"[[2;10;3;9];[4;12;5;11];[6;14;7;13];[8;4;9;3];[10;2;11;1];[12;8;13;7];[14;6;1;5]]";15;[(1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (3, 5, -1)];15;[(0, 6, 1), (0, 8, 1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (2, 6, 1), (2, 7, 1), (2, 8, 1), (3, 5, -1), (4, 6, 1), (4, 7, 1)]
7_5;"[[2;10;3;9];[4;2;5;1];[6;14;7;13];[8;12;9;11];[10;4;11;3];[12;6;13;5];[14;8;1;7]]";17;[(0, 7, 1), (0, 7, 1), (0, 7, 1), (0, 8, 1), (3, 7, 1), (3, 8, 1), (3, 8, 1)];17;[(0, 7, 1), (0, 7, 1), (0, 7, 1), (0, 8, 1), (1, 4, -1), (1, 5, -1), (2, 4, -1), (2, 4, -1), (2, 5, -1), (2, 6, -1), (3, 7, 1), (3, 8, 1), (3, 8, 1), (4, 6, -1)]
7_6;"[[1;13;2;12];[3;9;4;8];[5;1;6;14];[7;10;8;11];[9;3;10;2];[11;6;12;7];[13;5;14;4]]";19;[(1, 3, 1), (1, 3, 1), (1, 6, 1), (3, 5, 1), (3, 6, 1), (3, 6, 1), (5, 6, 1)];19;[(0, 2, -1), (0, 7, -1), (1, 3, 1), (1, 3, 1), (1, 6, 1), (2, 7, -1), (2, 8, -1), (3, 5, 1), (3, 6, 1), (3, 6, 1), (4, 7, -1), (4, 7, -1), (4, 8, -1), (5, 6, 1)]
7_7;"[[1;10;2;11];[3;13;4;12];[5;14;6;1];[7;5;8;4];[9;2;10;3];[11;9;12;8];[13;6;14;7]]";21;[(1, 3, 1), (1, 3, 1), (1, 6, 1), (1, 6, 1), (1, 8, 1), (3, 8, 1), (6, 8, 1)];21;[(0, 5, -1), (0, 7, -1), (1, 3, 1), (1, 3, 1), (1, 6, 1), (1, 6, 1), (1, 8, 1), (2, 4, -1), (2, 5, -1), (2, 7, -1), (3, 8, 1), (4, 5, -1), (5, 7, -1), (6, 8, 1)]
8_1;"[[1;9;2;8];[3;7;4;6];[5;12;6;13];[7;3;8;2];[9;1;10;16];[11;15;12;14];[13;4;14;5];[15;11;16;10]]";13;[(0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 8, -1), (3, 8, -1)];13;[(0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 3, -1), (0, 8, -1), (1, 6, 1), (1, 9, 1), (2, 5, 1), (2, 6, 1), (2, 6, 1), (3, 8, -1), (4, 7, 1), (4, 9, 1), (5, 7, 1)]
8_2;"[[1;10;2;11];[3;13;4;12];[5;15;6;14];[7;1;8;16];[9;2;10;3];[11;9;12;8];[13;5;14;4];[15;7;16;6]]";17;[(1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (4, 9, 1)];17;[(0, 6, -1), (0, 7, -1), (1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (2, 7, -1), (2, 8, -1), (3, 5, -1), (3, 6, -1), (3, 8, -1), (4, 9, 1), (5, 6, -1)]
8_3;"[[6;2;7;1];[14;10;15;9];[10;5;11;6];[12;3;13;4];[4;11;5;12];[2;13;3;14];[16;8;1;7];[8;16;9;15]]";17;[(1, 4, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (3, 5, -1), (3, 8, -1), (4, 8, -1)];17;[(0, 7, 1), (0, 9, 1), (1, 4, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (2, 6, 1), (2, 6, 1), (2, 6, 1), (2, 6, 1), (2, 9, 1), (3, 5, -1), (3, 8, -1), (4, 8, -1), (6, 7, 1)]
8_4;"[[2;11;3;12];[4;9;5;10];[6;16;7;15];[8;14;9;13];[10;1;11;2];[12;3;13;4];[14;8;15;7];[16;6;1;5]]";19;[(1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 8, -1), (1, 8, -1), (5, 8, -1)];19;[(0, 4, 1), (0, 9, 1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 5, -1), (1, 8, -1), (1, 8, -1), (1, 8, -1), (2, 6, 1), (2, 9, 1), (3, 6, 1), (3, 7, 1), (4, 6, 1), (4, 7, 1), (5, 8, -1)]
8_5;"[[1;7;2;6];[3;9;4;8];[5;12;6;13];[7;3;8;2];[9;15;10;14];[11;1;12;16];[13;4;14;5];[15;11;16;10]]";21;[(1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (3, 7, 1), (3, 7, 1)];21;[(0, 4, -1), (0, 5, -1), (1, 3, 1), (1, 3, 1), (1, 3, 1), (1, 7, 1), (1, 7, 1), (1, 7, 1), (2, 5, -1), (2, 6, -1), (2, 9, -1), (3, 7, 1), (3, 7, 1), (4, 8, -1), (4, 9, -1), (6, 8, -1)]
8_6;"[[2;9;3;10];[4;14;5;13];[6;16;7;15];[8;12;9;11];[10;1;11;2];[12;8;13;7];[14;6;15;5];[16;4;1;3]]";23;[(1, 5, -1), (1, 6, -1), (2, 5, -1), (2, 5, -1), (2, 5, -1), (2, 6, -1), (2, 8, -1), (5, 8, -1)];23;[(0, 4, 1), (0, 9, 1), (0, 9, 1), (0, 9, 1), (1, 5, -1), (1, 6, -1), (2, 5, -1), (2, 5, -1), (2, 5, -1), (2, 6, -1), (2, 8, -1), (3, 7, 1), (3, 9, 1), (4, 7, 1), (4, 7, 1), (5, 8, -1)]
8_7;"[[2;9;3;10];[4;14;5;13];[6;15;7;16];[8;1;9;2];[10;5;11;6];[12;4;13;3];[14;12;15;11];[16;7;1;8]]";23;[(1, 3, -1), (1, 4, -1), (1, 9, -1), (1, 9, -1), (1, 9, -1), (1, 9, -1), (3, 4, -1), (4, 9, -1)];23;[(0, 6, 1), (0, 7, 1), (1, 3, -1), (1, 4, -1), (1, 9, -1), (1, 9, -1), (1, 9, -1), (1, 9, -1), (2, 5, 1), (2, 5, 1), (2, 7, 1), (3, 4, -1), (4, 9, -1), (5, 7, 1), (5, 8, 1), (6, 8, 1)]
8_8;"[[1;7;2;6];[3;12;4;13];[5;9;6;8];[7;3;8;2];[9;16;10;1];[11;14;12;15];[13;4;14;5];[15;10;16;11]]";25;[(1, 3, 1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 8, 1), (1, 8, 1), (3, 4, 1), (4, 8, 1)];25;[(0, 6, -1), (0, 9, -1), (1, 3, 1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 8, 1), (1, 8, 1), (2, 5, -1), (2, 5, -1), (2, 9, -1), (3, 4, 1), (4, 8, 1), (5, 6, -1), (5, 7, -1), (6, 7, -1)]
8_9;"[[6;2;7;1];[14;8;15;7];[10;3;11;4];[2;13;3;14];[12;5;13;6];[4;11;5;12];[16;10;1;9];[8;16;9;15]]";25;[(1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 8, -1), (2, 8, -1), (2, 8, -1), (4, 8, -1), (5, 8, -1)];25;[(0, 6, 1), (0, 7, 1), (0, 9, 1), (0, 9, 1), (0, 9, 1), (1, 4, -1), (1, 5, -1), (2, 5, -1), (2, 8, -1), (2, 8, -1), (2, 8, -1), (3, 6, 1), (3, 7, 1), (4, 8, -1), (5, 8, -1), (6, 9, 1)]
8_10;"[[2;14;3;13];[4;9;5;10];[6;11;7;12];[8;15;9;16];[10;5;11;6];[12;2;13;1];[14;7;15;8];[16;4;1;3]]";27;[(1, 7, -1), (1, 7, -1), (1, 8, -1), (1, 8, -1), (1, 8, -1), (3, 7, -1), (3, 8, -1), (7, 8, -1)];27;[(0, 4, 1), (0, 5, 1), (0, 9, 1), (1, 7, -1), (1, 7, -1), (1, 8, -1), (1, 8, -1), (1, 8, -1), (2, 5, 1), (2, 6, 1), (2, 9, 1), (2, 9, 1), (3, 7, -1), (3, 8, -1), (4, 6, 1), (7, 8, -1)]
8_11;"[[1;10;2;11];[3;13;4;12];[5;15;6;14];[7;1;8;16];[9;2;10;3];[11;9;12;8];[13;7;14;6];[15;5;16;4]]";27;[(1, 8, 1), (1, 9, 1), (2, 4, 1), (2, 4, 1), (2, 8, 1), (2, 8, 1), (2, 9, 1), (4, 8, 1)];27;[(0, 6, -1), (0, 7, -1), (0, 7, -1), (0, 7, -1), (1, 8, 1), (1, 9, 1), (2, 4, 1), (2, 4, 1), (2, 8, 1), (2, 8, 1), (2, 9, 1), (3, 5, -1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (5, 6, -1)]
8_12;"[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[14;6;15;5];[16;11;1;12];[12;15;13;16];[6;14;7;13]]";29;[(1, 7, -1), (1, 7, -1), (1, 9, -1), (4, 6, -1), (4, 7, -1), (4, 7, -1), (4, 9, -1), (6, 7, -1)];29;[(0, 2, 1), (0, 3, 1), (0, 3, 1), (0, 5, 1), (1, 7, -1), (1, 7, -1), (1, 9, -1), (2, 3, 1), (3, 8, 1), (4, 6, -1), (4, 7, -1), (4, 7, -1), (4, 9, -1), (5, 8, 1), (5, 8, 1), (6, 7, -1)]
8_13;"[[1;9;2;8];[3;14;4;15];[5;12;6;13];[7;11;8;10];[9;3;10;2];[11;16;12;1];[13;4;14;5];[15;6;16;7]]";29;[(1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 5, 1), (3, 5, 1), (3, 8, 1), (5, 8, 1), (5, 8, 1)];29;[(0, 4, -1), (0, 6, -1), (0, 9, -1), (1, 3, 1), (1, 5, 1), (1, 5, 1), (1, 5, 1), (2, 4, -1), (2, 9, -1), (3, 5, 1), (3, 8, 1), (4, 6, -1), (4, 7, -1), (5, 8, 1), (5, 8, 1), (6, 7, -1)]
8_14;"[[2;12;3;11];[4;8;5;7];[6;15;7;16];[8;14;9;13];[10;2;11;1];[12;10;13;9];[14;4;15;3];[16;5;1;6]]";31;[(1, 3, -1), (1, 6, -1), (1, 8, -1), (3, 5, -1), (3, 6, -1), (3, 6, -1), (3, 8, -1), (5, 6, -1)];31;[(0, 2, 1), (0, 7, 1), (0, 7, 1), (1, 3, -1), (1, 6, -1), (1, 8, -1), (2, 7, 1), (2, 9, 1), (3, 5, -1), (3, 6, -1), (3, 6, -1), (3, 8, -1), (4, 7, 1), (4, 7, 1), (4, 9, 1), (5, 6, -1)]
8_15;"[[1;7;2;6];[3;15;4;14];[5;9;6;8];[7;3;8;2];[9;13;10;12];[11;1;12;16];[13;5;14;4];[15;11;16;10]]";33;[(1, 7, 1), (1, 7, 1), (1, 8, 1), (1, 9, 1), (1, 9, 1), (3, 7, 1), (3, 8, 1), (3, 9, 1)];33;[(0, 4, -1), (0, 5, -1), (1, 7, 1), (1, 7, 1), (1, 8, 1), (1, 9, 1), (1, 9, 1), (2, 4, -1), (2, 5, -1), (2, 5, -1), (2, 6, -1), (3, 7, 1), (3, 8, 1), (3, 9, 1), (4, 5, -1), (4, 6, -1)]
8_16;"[[2;7;3;8];[4;10;5;9];[6;1;7;2];[8;14;9;13];[10;15;11;16];[12;6;13;5];[14;3;15;4];[16;11;1;12]]";35;[(1, 3, -1), (1, 3, -1), (1, 6, -1), (1, 7, -1), (1, 7, -1), (3, 6, -1), (3, 7, -1), (6, 7, -1)];35;[(0, 4, 1), (0, 5, 1), (1, 3, -1), (1, 3, -1), (1, 6, -1), (1, 7, -1), (1, 7, -1), (2, 5, 1), (2, 8, 1), (2, 9, 1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (4, 9, 1), (5, 9, 1), (6, 7, -1)]
8_17;"[[6;2;7;1];[14;8;15;7];[8;3;9;4];[2;13;3;14];[12;5;13;6];[4;9;5;10];[16;12;1;11];[10;16;11;15]]";37;[(1, 3, -1), (1, 3, -1), (1, 4, -1), (1, 5, -1), (3, 5, -1), (3, 8, -1), (4, 8, -1), (5, 8, -1)];37;[(0, 6, 1), (0, 7, 1), (0, 9, 1), (0, 9, 1), (1, 3, -1), (1, 3, -1), (1, 4, -1), (1, 5, -1), (2, 6, 1), (2, 7, 1), (2, 9, 1), (3, 5, -1), (3, 8, -1), (4, 8, -1), (5, 8, -1), (6, 9, 1)]
8_18;"[[6;2;7;1];[8;3;9;4];[16;11;1;12];[2;14;3;13];[4;15;5;16];[10;6;11;5];[12;7;13;8];[14;10;15;9]]";45;[(1, 5, -1), (1, 6, -1), (1, 9, -1), (3, 5, -1), (3, 6, -1), (3, 9, -1), (5, 9, -1), (6, 9, -1)];45;[(0, 2, 1), (0, 4, 1), (0, 8, 1), (1, 5, -1), (1, 6, -1), (1, 9, -1), (2, 4, 1), (2, 7, 1), (2, 8, 1), (3, 5, -1), (3, 6, -1), (3, 9, -1), (4, 7, 1), (5, 9, -1), (6, 9, -1), (7, 8, 1)]
8_19;"[[2;14;3;13];[5;11;6;10];[7;15;8;14];[9;5;10;4];[11;7;12;6];[12;2;13;1];[15;9;16;8];[16;4;1;3]]";3;[(1, 7, 1), (1, 7, 1), (1, 8, 1), (1, 8, 1), (1, 8, 1), (3, 7, -1), (3, 8, -1), (7, 8, -1)];3;[(0, 4, -1), (0, 5, -1), (0, 9, 1), (1, 7, 1), (1, 7, 1), (1, 8, 1), (1, 8, 1), (1, 8, 1), (2, 5, -1), (2, 6, -1), (2, 9, 1), (2, 9, 1), (3, 7, -1), (3, 8, -1), (4, 6, -1), (7, 8, -1)]
8_20;"[[1;7;2;6];[4;13;5;14];[5;9;6;8];[7;3;8;2];[10;15;11;16];[12;9;13;10];[14;3;15;4];[16;11;1;12]]";9;[(1, 7, 1), (1, 7, 1), (1, 8, -1), (1, 9, -1), (1, 9, -1), (3, 7, 1), (3, 8, -1), (3, 9, -1)];9;[(0, 4, 1), (0, 5, 1), (1, 7, 1), (1, 7, 1), (1, 8, -1), (1, 9, -1), (1, 9, -1), (2, 4, -1), (2, 5, 1), (2, 5, 1), (2, 6, -1), (3, 7, 1), (3, 8, -1), (3, 9, -1), (4, 5, 1), (4, 6, -1)]
8_21;"[[1;7;2;6];[4;13;5;14];[5;9;6;8];[7;3;8;2];[9;13;10;12];[11;1;12;16];[14;3;15;4];[15;11;16;10]]";15;[(1, 7, 1), (1, 7, 1), (1, 8, -1), (1, 9, 1), (1, 9, 1), (3, 7, 1), (3, 8, -1), (3, 9, 1)];15;[(0, 4, -1), (0, 5, -1), (1, 7, 1), (1, 7, 1), (1, 8, -1), (1, 9, 1), (1, 9, 1), (2, 4, -1), (2, 5, 1), (2, 5, 1), (2, 6, -1), (3, 7, 1), (3, 8, -1), (3, 9, 1), (4, 5, -1), (4, 6, -1)]
9_1;"[[1;11;2;10];[3;13;4;12];[5;15;6;14];[7;17;8;16];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]]";9;[(1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1)];9;[(0, 5, -1), (0, 6, -1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (2, 6, -1), (2, 7, -1), (3, 7, -1), (3, 8, -1), (4, 8, -1), (4, 9, -1), (5, 9, -1)]
9_2;"[[2;8;3;7];[4;14;5;13];[6;4;7;3];[8;2;9;1];[10;18;11;17];[12;16;13;15];[14;6;15;5];[16;12;17;11];[18;10;1;9]]";15;[(1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 6, -1), (4, 6, -1)];15;[(0, 7, 1), (0, 10, 1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 4, -1), (1, 6, -1), (2, 9, 1), (2, 10, 1), (3, 8, 1), (3, 9, 1), (3, 9, 1), (4, 6, -1), (5, 7, 1), (5, 8, 1)]
9_3;"[[1;11;2;10];[3;15;4;14];[5;13;6;12];[7;17;8;16];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]]";19;[(1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (4, 9, 1), (4, 10, 1)];19;[(0, 5, -1), (0, 6, -1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (2, 6, -1), (2, 7, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 8, -1), (4, 9, 1), (4, 10, 1), (5, 8, -1)]
9_4;"[[2;14;3;13];[4;12;5;11];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;8;17;7];[18;10;1;9]]";21;[(1, 5, -1), (1, 6, -1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (5, 7, -1)];21;[(0, 8, 1), (0, 8, 1), (0, 8, 1), (0, 8, 1), (0, 10, 1), (1, 5, -1), (1, 6, -1), (2, 6, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (2, 7, -1), (3, 8, 1), (3, 9, 1), (4, 9, 1), (4, 10, 1), (5, 7, -1)]
9_5;"[[2;14;3;13];[4;12;5;11];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;10;17;9];[18;8;1;7]]";23;[(1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (3, 6, -1)];23;[(0, 7, 1), (0, 10, 1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (2, 7, 1), (2, 9, 1), (2, 10, 1), (3, 6, -1), (4, 7, 1), (4, 8, 1), (5, 8, 1), (5, 9, 1)]
9_6;"[[1;13;2;12];[3;7;4;6];[5;15;6;14];[7;3;8;2];[9;17;10;16];[11;1;12;18];[13;5;14;4];[15;9;16;8];[17;11;18;10]]";27;[(1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (7, 9, 1), (7, 10, 1)];27;[(0, 4, -1), (0, 5, -1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (2, 5, -1), (2, 6, -1), (3, 6, -1), (3, 8, -1), (4, 8, -1), (6, 8, -1), (6, 8, -1), (7, 9, 1), (7, 10, 1)]
9_7;"[[2;10;3;9];[4;12;5;11];[6;16;7;15];[8;6;9;5];[10;4;11;3];[12;2;13;1];[14;18;15;17];[16;8;17;7];[18;14;1;13]]";29;[(1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 6, -1), (3, 6, -1), (3, 7, -1), (5, 7, -1)];29;[(0, 8, 1), (0, 10, 1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 6, -1), (2, 9, 1), (2, 10, 1), (2, 10, 1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (4, 9, 1), (4, 9, 1), (4, 9, 1), (5, 7, -1)]
9_8;"[[1;16;2;17];[3;14;4;15];[5;11;6;10];[7;1;8;18];[9;13;10;12];[11;7;12;6];[13;4;14;5];[15;2;16;3];[17;9;18;8]]";31;[(1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 10, 1), (4, 9, 1), (4, 9, 1), (4, 10, 1)];31;[(0, 5, -1), (0, 6, -1), (0, 6, -1), (0, 7, -1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 4, 1), (1, 9, 1), (1, 10, 1), (2, 6, -1), (2, 8, -1), (3, 5, -1), (3, 8, -1), (4, 9, 1), (4, 9, 1), (4, 10, 1), (5, 7, -1)]
9_9;"[[1;13;2;12];[3;9;4;8];[5;15;6;14];[7;17;8;16];[9;3;10;2];[11;1;12;18];[13;5;14;4];[15;7;16;6];[17;11;18;10]]";31;[(1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (6, 9, 1), (6, 10, 1)];31;[(0, 4, -1), (0, 5, -1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (2, 5, -1), (2, 7, -1), (3, 7, -1), (3, 8, -1), (4, 8, -1), (5, 8, -1), (5, 8, -1), (6, 9, 1), (6, 10, 1)]
9_10;"[[1;13;2;12];[3;11;4;10];[5;17;6;16];[7;15;8;14];[9;1;10;18];[11;3;12;2];[13;5;14;4];[15;7;16;6];[17;9;18;8]]";33;[(0, 4, -1), (0, 6, -1), (2, 6, -1), (2, 6, -1), (2, 6, -1), (2, 7, -1), (4, 7, -1), (4, 7, -1), (4, 7, -1)];33;[(0, 4, -1), (0, 6, -1), (1, 8, 1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (2, 6, -1), (2, 6, -1), (2, 6, -1), (2, 7, -1), (3, 9, 1), (3, 10, 1), (4, 7, -1), (4, 7, -1), (4, 7, -1), (5, 8, 1), (5, 9, 1)]
9_11;"[[2;7;3;8];[4;13;5;14];[6;15;7;16];[8;12;9;11];[10;17;11;18];[12;3;13;4];[14;5;15;6];[16;2;17;1];[18;9;1;10]]";33;[(1, 3, -1), (1, 7, -1), (1, 7, -1), (1, 10, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (7, 10, -1)];33;[(0, 5, 1), (0, 6, 1), (0, 6, 1), (1, 3, -1), (1, 7, -1), (1, 7, -1), (1, 10, -1), (2, 5, 1), (2, 6, 1), (2, 8, 1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (4, 8, 1), (4, 9, 1), (5, 9, 1), (7, 10, -1)]
9_12;"[[2;9;3;10];[4;16;5;15];[6;14;7;13];[8;3;9;4];[10;18;11;17];[12;8;13;7];[14;6;15;5];[16;2;17;1];[18;12;1;11]]";35;[(1, 5, -1), (1, 6, -1), (1, 7, -1), (3, 6, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (5, 7, -1)];35;[(0, 2, 1), (0, 2, 1), (0, 8, 1), (0, 8, 1), (0, 10, 1), (1, 5, -1), (1, 6, -1), (1, 7, -1), (2, 8, 1), (2, 9, 1), (3, 6, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (3, 7, -1), (4, 9, 1), (4, 10, 1), (5, 7, -1)]
9_13;"[[2;12;3;11];[4;14;5;13];[6;16;7;15];[8;18;9;17];[10;6;11;5];[12;4;13;3];[14;2;15;1];[16;10;17;9];[18;8;1;7]]";37;[(1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (3, 6, -1), (3, 7, -1), (5, 7, -1)];37;[(0, 8, 1), (0, 10, 1), (1, 3, -1), (1, 3, -1), (1, 5, -1), (1, 6, -1), (1, 6, -1), (1, 6, -1), (2, 8, 1), (2, 9, 1), (2, 10, 1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (4, 9, 1), (4, 9, 1), (4, 9, 1), (5, 7, -1)]
9_14;"[[1;12;2;13];[3;10;4;11];[5;16;6;17];[7;1;8;18];[9;4;10;5];[11;2;12;3];[13;9;14;8];[15;6;16;7];[17;15;18;14]]";37;[(1, 8, 1), (1, 8, 1), (1, 10, 1), (4, 8, 1), (4, 8, 1), (4, 8, 1), (4, 8, 1), (4, 10, 1), (8, 10, 1)];37;[(0, 2, -1), (0, 3, -1), (0, 7, -1), (1, 8, 1), (1, 8, 1), (1, 10, 1), (2, 3, -1), (3, 6, -1), (3, 7, -1), (4, 8, 1), (4, 8, 1), (4, 8, 1), (4, 8, 1), (4, 10, 1), (5, 7, -1), (5, 9, -1), (6, 9, -1), (8, 10, 1)]
9_15;"[[2;9;3;10];[4;7;5;8];[6;15;7;16];[8;3;9;4];[10;14;11;13];[12;17;13;18];[14;5;15;6];[16;2;17;1];[18;11;1;12]]";39;[(0, 4, 1), (0, 5, 1), (0, 5, 1), (2, 4, 1), (2, 4, 1), (2, 4, 1), (2, 5, 1), (2, 8, 1), (4, 8, 1)];39;[(0, 4, 1), (0, 5, 1), (0, 5, 1), (1, 6, -1), (1, 6, -1), (1, 7, -1), (1, 10, -1), (2, 4, 1), (2, 4, 1), (2, 4, 1), (2, 5, 1), (2, 8, 1), (3, 6, -1), (3, 6, -1), (3, 9, -1), (4, 8, 1), (6, 10, -1), (7, 9, -1)]
9_16;"[[1;9;2;8];[3;11;4;10];[5;15;6;14];[7;5;8;4];[9;3;10;2];[11;17;12;16];[13;1;14;18];[15;7;16;6];[17;13;18;12]]";39;[(1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (3, 9, 1), (3, 10, 1), (3, 10, 1)];39;[(0, 4, -1), (0, 5, -1), (1, 9, 1), (1, 9, 1), (1, 9, 1), (1, 10, 1), (1, 10, 1), (1, 10, 1), (2, 4, -1), (2, 5, -1), (2, 6, -1), (2, 7, -1), (3, 9, 1), (3, 10, 1), (3, 10, 1), (4, 7, -1), (4, 8, -1), (6, 8, -1)]
9_17;"[[1;9;2;8];[3;12;4;13];[5;16;6;17];[7;1;8;18];[9;3;10;2];[11;4;12;5];[13;11;14;10];[15;6;16;7];[17;15;18;14]]";39;[(1, 7, 1), (1, 7, 1), (1, 10, 1), (4, 7, 1), (4, 7, 1), (4, 10, 1), (7, 10, 1), (7, 10, 1), (7, 10, 1)];39;[(0, 2, -1), (0, 3, -1), (0, 8, -1), (1, 7, 1), (1, 7, 1), (1, 10, 1), (2, 3, -1), (3, 5, -1), (3, 6, -1), (4, 7, 1), (4, 7, 1), (4, 10, 1), (5, 6, -1), (6, 9, -1), (7, 10, 1), (7, 10, 1), (7, 10, 1), (8, 9, -1)]
9_18;"[[2;12;3;11];[4;2;5;1];[6;16;7;15];[8;14;9;13];[10;18;11;17];[12;4;13;3];[14;8;15;7];[16;10;17;9];[18;6;1;5]]";41;[(1, 5, -1), (1, 6, -1), (2, 5, -1), (2, 5, -1), (2, 6, -1), (2, 6, -1), (2, 6, -1), (2, 7, -1), (5, 7, -1)];41;[(0, 8, 1), (0, 9, 1), (0, 9, 1), (0, 10, 1), (1, 5, -1), (1, 6, -1), (2, 5, -1), (2, 5, -1), (2, 6, -1), (2, 6, -1), (2, 6, -1), (2, 7, -1), (3, 9, 1), (3, 10, 1), (4, 8, 1), (4, 9, 1), (4, 9, 1), (5, 7, -1)]
9_19;"[[2;14;3;13];[4;11;5;12];[6;4;7;3];[8;17;9;18];[10;5;11;6];[12;8;13;7];[14;2;15;1];[16;9;17;10];[18;16;1;15]]";41;[(1, 2, -1), (1, 8, -1), (2, 6, -1), (2, 8, -1), (2, 8, -1), (2, 8, -1), (5, 6, -1), (5, 8, -1), (6, 8, -1)];41;[(0, 4, 1), (0, 4, 1), (0, 9, 1), (1, 2, -1), (1, 8, -1), (2, 6, -1), (2, 8, -1), (2, 8, -1), (2, 8, -1), (3, 9, 1), (3, 10, 1), (4, 7, 1), (4, 7, 1), (4, 10, 1), (5, 6, -1), (5, 8, -1), (6, 8, -1), (7, 10, 1)]
