name,seifert_matrix,det_seifert_matrix,laplacian,det_laplacian,alexander_polynomial
Name,Seifert Matrix,Error,Laplacian,Laplacian Determinant,Alexander
12a_703,"[[ -1, 0, 0, 1, -1, 0, -1, 0], [ -1, 1, -1, 0, 0, 0, -1, 1], [ -1, 0, -1, 1, -1, 1, -1, 0], [ 0, 0, 0, 1, 0, 1, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, -1, 0, -1, 0], [ 0, 0, -1, 0, 0, 0, 0, 1]]",-1,,,1-9*t+32*t^2-64*t^3+79*t^4-64*t^5+32*t^6-9*t^7+t^8
12a_704,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 1, 0], [ -1, 1, 1, -1, 0, 0, 1, 1], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 0, 0, -1, 1, -1, 0, 0], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, 0, 1, 1, 0], [ -1, 1, 0, -1, 0, 0, 1, 1]]",-1,,,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
12a_705,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, 0, -1], [ -1, 0, -1, -1, 0, -1, 0, -1], [ 0, 0, 0, 1, 1, 0, -1, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, 0, -1, 0, -1, 0, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, 1, 0, -1, 1]]",1,,,1-9*t+33*t^2-68*t^3+87*t^4-68*t^5+33*t^6-9*t^7+t^8
12a_706,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 1, 0], [ 0, 0, -1, 0, -1, 0, 0, -1], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 1, 0, -1, 1, 0, 1, 1], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, 0, 1, 1, 0], [ 0, 1, 0, 0, 0, 1, 1, 1]]",1,,,1-7*t+24*t^2-46*t^3+57*t^4-46*t^5+24*t^6-7*t^7+t^8
12a_707,"[[ -1, -1, -1, -1, 1, 0, -1, 0], [ 0, -1, -1, -1, 1, 0, 0, 0], [ 0, 0, -1, -1, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, -1, -1, 0, 0, 1, -1, 1], [ 0, -1, -1, -1, 1, 0, -1, 0], [ 0, -1, 0, 0, 0, 0, -1, 1]]",1,,,1-8*t+29*t^2-59*t^3+75*t^4-59*t^5+29*t^6-8*t^7+t^8
12a_708,"[[ -1, -1, -1, -1, 1, 0, -1, -1], [ 0, -1, -1, -1, 1, 0, 0, -1], [ 0, 0, -1, -1, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, -1, 0, 0, 0, 1, -1, -1], [ 0, -1, -1, -1, 1, 0, -1, -1], [ 0, 0, -1, -1, 0, 0, 0, -1]]",-1,,,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
12a_709,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, 0, -1], [ -1, 0, -1, -1, 0, -1, 0, 0], [ 0, 0, 0, 1, 1, 1, -1, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 1, 1, -1, 1], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 0, 0, 0, 1, 0, -1, 1]]",-1,,,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
12a_710,"[[ -1, 0, 0, 1, -1, 0, -1, 0], [ -1, 1, -1, 0, 0, 1, -1, 1], [ -1, 0, -1, 0, -1, 0, -1, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, -1, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, -1, 0, -1, 0], [ -1, 0, -1, 0, 0, 1, 0, 1]]",-1,,,1-9*t+33*t^2-66*t^3+81*t^4-66*t^5+33*t^6-9*t^7+t^8
12a_711,"[[ -1, 0, -1, 0, 0, 0, -1, -1], [ 0, 1, 1, -1, 0, 1, 1, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, -1, -1, 0, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 1, -1, 0, 1, 1, 0], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, -1, 0, 0, -1, -1, -1]]",-1,,,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
12a_712,"[[ -1, 0, 0, -1, 0, -1, -1, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 0, 1, -1, 0, 0, -1, 1], [ 0, 1, 0, -1, 1, -1, -1, 0], [ 0, 1, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, 1, -1, -1, 0], [ 0, 0, 0, -1, 0, 0, 0, 1]]",-1,,,1-9*t+34*t^2-70*t^3+87*t^4-70*t^5+34*t^6-9*t^7+t^8
12a_713,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, -1, 0, 0, -1, 0, -1, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 1, 1, 0, 0, 0, 1], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, -1, 0, 0, -1, -1, -1, 0], [ 0, 0, -1, -1, -1, 0, -1, -1], [ 0, 0, 1, 0, 0, 0, 0, 1]]",-2,,,2-8*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-8*t^7+2*t^8
12a_714,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 0, 1, 0], [ 0, 1, 1, 1, 0, 0, 1, 1], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 1, 1, 0, 0, 0, 1, 1]]",-2,,,2-8*t+15*t^2-19*t^3+19*t^4-19*t^5+15*t^6-8*t^7+2*t^8
12a_715,"[[ -1, 0, 0, 0, -1, 0], [ 0, 1, 0, 0, 0, 0], [ 0, -1, 2, 0, 0, 0], [ 0, 1, -1, 1, 0, 0], [ 0, 0, 0, 0, -2, 0], [ 0, -1, 1, -1, -1, -1]]",-4,,,4-18*t+38*t^2-49*t^3+38*t^4-18*t^5+4*t^6
12a_716,"[[ -1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 1, 0, 0, 0, 1, 1, 0, 0], [ 0, 1, 1, 1, 0, 0, 1, 1, 1, 0], [ -1, 0, 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, 1, 1, -1, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 1, 0, 0], [ 0, 1, 1, 0, 0, 0, 1, 1, 1, 0], [ 0, 1, 1, 1, 0, 0, 1, 1, 1, 1]]",1,,,1-3*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-5*t^7+5*t^8-3*t^9+t^10
12a_717,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 1, 1, 0, 0, 0, 1, 1], [ 0, -1, -1, 2, 0, 0, -1, -1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 1, -1, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 0, 0, 1, 1]]",2,,,2-7*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-7*t^7+2*t^8
12a_718,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, -1, 2, 1, 0, 0, -1, 1], [ 0, -1, 2, 2, 0, 0, -1, 2], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, -1, -1, -1, 1, 1, -1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, -1, 2, 1, 0, 0, -1, 2]]",2,,,2-8*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-8*t^7+2*t^8
12a_719,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 0, 0, 0], [ 0, -1, 1, 0, 0, 0], [ 0, 1, -1, 2, 0, 0], [ -1, 0, 0, 0, -1, 0], [ -1, -1, 1, -1, -1, 1]]",4,,,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
12a_720,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 2, 1, 1, 0, 0, 1, 1], [ 0, 2, 2, 1, 0, 0, 2, 1], [ 0, 2, 2, 2, 0, 0, 2, 2], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, -1, -1, -1, -1, 1, -1, -1], [ 0, 2, 1, 1, 0, 0, 2, 1], [ 0, 2, 2, 1, 0, 0, 2, 2]]",2,,,2-8*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-8*t^7+2*t^8
12a_721,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, -1, 1, 0, 0], [ 0, -2, 3, -1, 0, 0], [ 0, 2, -2, 2, 0, 0], [ -1, 0, 0, 0, -1, 0], [ -1, -1, 1, -1, -1, 1]]",4,,,4-18*t+39*t^2-49*t^3+39*t^4-18*t^5+4*t^6
12a_722,"[[ 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, -1, -1, -1, -1], [ -1, 0, -1, -1, -1, -1, 0, -1, -1, -1], [ -1, 0, 0, -1, -1, -1, 0, 0, -1, -1], [ -1, 0, 0, 0, -1, -1, 0, 0, 0, -1], [ -1, 0, 0, 0, 0, -1, 0, 0, 0, 0], [ -1, 0, -1, -1, -1, -1, -1, -1, -1, -1], [ -1, 0, 0, -1, -1, -1, 0, -1, -1, -1], [ -1, 0, 0, 0, -1, -1, 0, 0, -1, -1], [ -1, 0, 0, 0, 0, -1, 0, 0, 0, -1]]",-1,,,1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+3*t^8-3*t^9+t^10
12a_723,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, 1, -1, -1, -1], [ -1, 0, -1, -1, 1, -1, 0, -1], [ -1, 0, 0, -1, 1, -1, 0, 0], [ 1, 0, 0, 0, -2, 1, 0, 0], [ -1, 0, 0, 0, 0, -1, 0, 0], [ -1, 0, -1, -1, 1, -1, -1, -1], [ -1, 0, 0, -1, 1, -1, 0, -1]]",-2,,,2-7*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-7*t^7+2*t^8
12a_724,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, 1, 1, -1, -1, 1], [ -1, 0, -1, 1, 1, -1, 0, 1], [ 1, 0, 0, -2, -2, 1, 0, -2], [ 1, 0, 0, -1, -2, 1, 0, -1], [ -1, 0, 0, 0, 0, -1, 0, 0], [ -1, 0, -1, 1, 1, -1, -1, 1], [ 1, 0, 0, -1, -2, 1, 0, -2]]",-2,,,2-8*t+14*t^2-19*t^3+21*t^4-19*t^5+14*t^6-8*t^7+2*t^8
12a_725,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, -1, 1, -1], [ 1, 0, -2, 1, -1, 1], [ -1, 0, 0, -1, 1, -1], [ 1, 0, 0, 0, -2, 1], [ -1, 0, 0, 0, 0, -1]]",-4,,,4-16*t+25*t^2-27*t^3+25*t^4-16*t^5+4*t^6
12a_726,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 1, 1, 1, -1, 1, 1], [ 1, 0, -2, -2, -2, 1, -2, -2], [ 1, 0, -1, -2, -2, 1, -1, -2], [ 1, 0, -1, -1, -2, 1, -1, -1], [ -1, 0, 0, 0, 0, -1, 0, 0], [ 1, 0, -1, -2, -2, 1, -2, -2], [ 1, 0, -1, -1, -2, 1, -1, -2]]",-2,,,2-8*t+14*t^2-18*t^3+19*t^4-18*t^5+14*t^6-8*t^7+2*t^8
12a_727,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, -1, 1, -1], [ 1, 0, -2, 2, -2, 1], [ -1, 0, 1, -3, 2, -1], [ 1, 0, -1, 1, -2, 1], [ -1, 0, 0, 0, 0, -1]]",-4,,,4-18*t+35*t^2-43*t^3+35*t^4-18*t^5+4*t^6
12a_728,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, -1], [ 0, 1, 1, 0, 0, 1, 0, -1], [ 0, 0, 0, -1, -1, 0, 0, 0], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, -1], [ 0, 1, 1, 0, 0, 1, 1, -1], [ 0, 0, 0, -1, -1, 0, 0, -1]]",2,,,2-8*t+17*t^2-25*t^3+29*t^4-25*t^5+17*t^6-8*t^7+2*t^8
12a_729,"[[ -1, 0, 0, 0, -1, 0], [ 0, 1, 0, 0, 0, -1], [ 0, -1, 2, 0, 0, 1], [ 0, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, -2, 0], [ 0, 0, 0, -1, -1, -1]]",4,,,4-18*t+38*t^2-47*t^3+38*t^4-18*t^5+4*t^6
12a_730,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, 1, 1, 1], [ 1, 0, -2, -2, -2, -1], [ 1, 0, -1, -2, -1, -1], [ 1, 0, -1, -2, -2, -1], [ 1, 0, 0, 0, 0, -2]]",-4,,,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
12a_731,"[[ -1, 0, -1, 0, 0, 0], [ 0, -1, -1, 0, -1, 0], [ 0, 0, -2, 0, 0, 0], [ 0, -1, -1, -1, -1, 0], [ 0, 0, -1, 0, -1, 1], [ 0, 0, 0, 0, 0, 2]]",-4,,,4-14*t+22*t^2-25*t^3+22*t^4-14*t^5+4*t^6
12a_732,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 0, 0, 1, 3]]",3,,,3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
12a_733,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1], [ -1, 0, -1, -1, 0, -1], [ -1, 0, 0, -1, 0, 0], [ -1, 0, -1, -1, -1, -1], [ -1, 0, 0, -1, 0, -3]]",-3,,,3-11*t+15*t^2-15*t^3+15*t^4-11*t^5+3*t^6
12a_734,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 0, -1, -1, -1, 0, -1, 0], [ 0, 1, 0, 1, 0, 0, 1, 0], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 0, -1, -1, -1, 0, -1, -1]]",-2,,,2-10*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-10*t^7+2*t^8
12a_735,"[[ 1, 0, 0, 0], [ -1, -1, 1, -1], [ 1, 0, -2, 1], [ -1, 0, 0, -3]]",-6,,,6-25*t+37*t^2-25*t^3+6*t^4
12a_736,"[[ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1], [ 0, 0, -2, 0, 0, 0], [ 0, 0, -1, -1, 1, 0], [ 0, 1, 0, 0, 2, 1], [ 0, 0, 0, 0, 0, 1]]",-4,,,4-16*t+31*t^2-39*t^3+31*t^4-16*t^5+4*t^6
12a_737,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 2, 1, 1, 0, 0, 1, 1], [ 0, 2, 2, 1, 0, 0, 1, 2], [ 0, 0, 0, 1, 0, 0, 0, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, -1, -1, 0, -1, 1, 0, -1], [ 0, 0, 0, 1, 0, 0, 1, 0], [ 0, 2, 1, 1, 0, 0, 1, 2]]",2,,,2-9*t+21*t^2-32*t^3+37*t^4-32*t^5+21*t^6-9*t^7+2*t^8
12a_738,"[[ -1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 1, 0], [ 0, 1, 0, 0, 3, 1], [ 0, 0, 0, 0, 0, 1]]",3,,,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
12a_739,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 1, 1, 0, -1, 0, 1], [ 1, 0, -2, -2, -1, 1, -1, -2], [ 1, 0, -1, -2, -1, 1, -1, -1], [ 0, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, -1, 0, -1, 0], [ 1, 0, -1, -2, -1, 1, -1, -2]]",-2,,,2-9*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-9*t^7+2*t^8
12a_740,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, -1, 0], [ 0, 0, -1, 0, -1, 0], [ -1, 0, 0, -1, 0, 0], [ -1, 0, 0, -1, -3, 0], [ 0, 0, -1, 0, -1, -1]]",-3,,,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
12a_741,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, 1, 1, 1], [ 1, 0, -2, -1, -1, -1], [ 1, 0, -1, -2, -2, -1], [ 1, 0, -1, -1, -2, -1], [ 1, 0, 0, -1, -1, -2]]",-5,,,5-25*t+54*t^2-69*t^3+54*t^4-25*t^5+5*t^6
12a_742,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 0, 0, 1], [ 0, 1, 1, 1, 0, 0, 1, 1], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, 0, -1, -1, -1, -1, -1, 0], [ 0, 1, 1, 0, 0, 0, 1, 1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",-2,,,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
12a_743,"[[ -1, 0, -1, 0], [ 0, 3, 0, 0], [ 0, 0, -2, 0], [ 0, -1, -1, -1]]",-6,,,6-20*t+27*t^2-20*t^3+6*t^4
12a_744,"[[ -1, 0, 0, 0], [ 0, 4, 0, 0], [ -1, 0, -1, 0], [ -1, -1, -1, 1]]",4,,,4-15*t+23*t^2-15*t^3+4*t^4
12a_745,"[[ 1, 0, 0, 0], [ -1, -1, 1, -1], [ 1, 0, -4, 1], [ -1, 0, 0, -1]]",-4,,,4-15*t+21*t^2-15*t^3+4*t^4
12a_746,"[[ -1, 0, 0, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 0, -1, -1, -1, 0, -1, 0], [ 0, 1, 0, 1, 0, 0, 1, 1], [ 0, 0, 0, 0, -2, 0, 0, 0], [ 0, 0, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 1, 1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",2,,,2-10*t+26*t^2-44*t^3+53*t^4-44*t^5+26*t^6-10*t^7+2*t^8
12a_747,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0, 0, 0], [ -1, 1, 1, 0, -1, 0, 0, 0], [ -1, 1, 1, 1, -1, 0, 1, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, 0, 0, -1, 1, 0, 1], [ -1, 1, 1, 0, -1, 0, 1, 0], [ -1, 1, 0, 0, -1, 0, 0, 1]]",-1,,,1-8*t+25*t^2-45*t^3+53*t^4-45*t^5+25*t^6-8*t^7+t^8
12a_748,"[[ -1, 0, 0, -1, 0, 0], [ 0, -2, 0, 0, 0, -1], [ 0, 0, 1, 0, 1, 0], [ 0, -1, 0, -2, 0, -1], [ 0, 0, 0, 0, 1, 0], [ 0, 0, 1, 0, 1, 1]]",-4,,,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
12a_749,"[[ -1, 0, 0, 0, 0, 0], [ 1, 2, 0, 1, 0, 0], [ 0, 0, 1, 0, 1, 0], [ -1, 0, 0, -1, 0, 0], [ 0, 0, 0, 0, 1, 0], [ 1, 1, 1, 1, 1, 2]]",4,,,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
12a_750,"[[ 1, 0, 0, 0], [ 1, -2, 0, -1], [ 1, -1, -2, -1], [ 1, 0, 0, -2]]",-8,,,8-34*t+51*t^2-34*t^3+8*t^4
12a_751,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 1], [ 1, -1, 1, 0, 2, 0], [ -1, 1, -1, 0, 0, 1]]",-2,,,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
12a_752,"[[ -1, 0, 0, -1], [ 0, -2, 1, 0], [ 0, 0, 2, 0], [ 0, -1, 1, -2]]",-8,,,8-29*t+41*t^2-29*t^3+8*t^4
12a_753,"[[ -1, 0, 0, 0], [ 1, 2, 0, 1], [ -1, -1, 3, -1], [ -1, 0, 0, -1]]",6,,,6-21*t+31*t^2-21*t^3+6*t^4
12a_754,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, -1], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, 1, 1, -1, 0, 0, 1], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, 1, 0, -1, 1, 1, 1], [ -1, 1, 1, 0, -1, 0, 1, 1], [ 0, 0, -1, 0, 0, 0, 0, -1]]",-1,,,1-9*t+30*t^2-57*t^3+69*t^4-57*t^5+30*t^6-9*t^7+t^8
12a_755,"[[ -1, 0, -1, 0, -1, -1, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 0, -2, -1, -1, -2, 0, -1], [ 0, 1, 0, 1, 0, 0, 0, 1], [ 0, 0, -2, -1, -2, -2, 0, -1], [ 0, 0, -1, 0, -1, -2, 0, 0], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",-2,,,2-11*t+31*t^2-57*t^3+69*t^4-57*t^5+31*t^6-11*t^7+2*t^8
12a_756,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ 0, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, 1, 1, -1, 0, 0, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 1, 0, 0, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ -1, 1, 1, 0, -1, 0, 1, 1]]",-1,,,1-8*t+23*t^2-39*t^3+45*t^4-39*t^5+23*t^6-8*t^7+t^8
12a_757,"[[ -1, 0, 0, -1, -1, -1, 0, 0], [ 0, 1, 0, 0, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 0, 0, 1], [ 0, 0, 0, -2, -1, -2, 0, 0], [ 0, 0, 0, -2, -2, -2, 0, 0], [ 0, 0, 0, -1, -1, -2, 0, 0], [ 0, -1, -1, -1, -1, -1, -1, -1], [ 0, 1, 0, 0, 0, 0, 0, 1]]",-2,,,2-9*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-9*t^7+2*t^8
12a_758,"[[ -1, 0, 0, 1, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 1], [ 0, 0, 0, -3, 0, 0], [ 0, -1, -1, 1, -1, -1], [ 0, 1, 0, 0, 0, 1]]",-3,,,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
12a_759,"[[ -1, 0, 0, -1, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 0], [ 0, 1, 1, 0, 0, 1, 1, 0], [ 0, 0, 0, -2, 0, 0, 0, 0], [ 0, 1, 1, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 1, 0, 0, 0, 1, 1, 0], [ 0, 1, 1, 0, 0, 1, 1, 1]]",2,,,2-6*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-6*t^7+2*t^8
12a_760,"[[ -1, 0, 0, -1, 0, 0], [ 0, 1, 0, 0, 0, 1], [ 0, -1, 2, 0, 0, -1], [ 0, 0, 0, -2, 0, 0], [ 0, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1]]",4,,,4-14*t+24*t^2-27*t^3+24*t^4-14*t^5+4*t^6
12a_761,"[[ -1, 0, 0, -1, 0, 0], [ 0, 2, 1, 0, 0, 1], [ 0, 2, 2, 0, 0, 2], [ 0, 0, 0, -2, 0, 0], [ 0, -1, -1, 1, 1, -1], [ 0, 2, 1, 0, 0, 2]]",4,,,4-16*t+31*t^2-37*t^3+31*t^4-16*t^5+4*t^6
12a_762,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, -1, -1, -1], [ 0, 0, -1, -1, 0, 0, -1, -1], [ 0, 0, 0, -1, 0, 0, 0, -1], [ 1, -1, -1, -1, -2, -1, -1, -1], [ 0, 0, -1, -1, 0, -1, -1, -1], [ 0, 0, 0, -1, 0, 0, -1, -1], [ 0, 0, 0, 0, 0, 0, 0, -1]]",-2,,,2-6*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-6*t^7+2*t^8
12a_763,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, -1, 1, 0, -1], [ 0, 0, -1, 1, 0, 0], [ 0, 0, 0, -2, 0, 0], [ 1, -1, -1, 1, -2, -1], [ 0, 0, -1, 1, 0, -1]]",-4,,,4-14*t+20*t^2-21*t^3+20*t^4-14*t^5+4*t^6
12a_764,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 1, 1, 0, 1], [ 0, 0, -2, -2, 0, -2], [ 0, 0, -1, -2, 0, -1], [ 1, -1, 1, 1, -2, 1], [ 0, 0, -1, -2, 0, -2]]",-4,,,4-16*t+29*t^2-35*t^3+29*t^4-16*t^5+4*t^6
12a_765,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, -1, 0, 0, 0, 0], [ -1, 1, 1, -1, -1, 0, -1, 1], [ 0, 0, 0, -1, 0, 0, -1, 0], [ -1, 0, 0, 0, -1, 0, 0, 0], [ -1, 0, 0, 0, -1, 1, -1, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ -1, 1, 0, -1, -1, 0, -1, 1]]",1,,,1-9*t+31*t^2-60*t^3+75*t^4-60*t^5+31*t^6-9*t^7+t^8
